"Variable","Variable Label","Possible Values","Column Type","Column Name"
"WNEFT111","When left last job","Less than 3 months, 3 months,less than 6, 6 months, less than 12, 1 year, less than 2, 2 years, less than 3, 3 years, less than 4, 4 years, less than 5, 5 years or more, Never had paid job, Does not apply, No answer","object","When_left_last_job"
"WHYTMP61","Reason for taking non-permanent job?","Contract which includes period of training, Contract for probationary period, Could not find permanent job, Did not want permanent job, Some other reason, Does not apply, No answer","object","Reason_for_taking_nonpermanent_job"
"WEEK","Week number when interview took place","No answer, Does not apply","int64","Week_number_when_interview_took_place"
"WAVFND1","Wave at which household was first found","No answer, Does not apply","int64","Wave_at_which_household_was_first_found"
"WAIT1","Waiting to take up a job already obtained","No answer, Yes, No, Does not apply","object","Waiting_to_take_up_a_job_already_obtained"
"W1YR","Year that address first entered survey","No answer, Does not apply","int64","Year_that_address_first_entered_survey"
"VARYHR1","Whether weekly hours tend to vary","No answer, Yes, No, Does not apply","object","Whether_weekly_hours_tend_to_vary"
"USNET991","Whether last net pay was usual net pay for period covered by payment","No answer, Yes, No, No usual amount, Does not apply","object","Whether_last_net_pay_was_usual_net_pay_for_period_covered_by_p"
"USGRS991","Whether gross pay last received is the same as that received each similar period","No answer, Yes, No, No usual amount, Does not apply","object","Whether_gross_pay_last_received_is_the_same_as_that_received_e"
"USESLP1","Type of documentation used to check income detail","Payslip, Bank/Building society accounts/Statements, Other, None, Does not apply, No answer","object","Type_of_documentation_used_to_check_income_detail"
"URESMC1","Region of usual residence","Tyne & Wear, Rest of Northern region, South Yorkshire, West Yorkshire, Rest of Yorks & Humberside, East Midlands, East Anglia, Inner London, Outer London, Rest of South East, South West, West Midlands (met county), Rest of West Midlands, Greater Manchester, Merseyside, Rest of North West, Wales, Strathclyde, Rest of Scotland, Northern Ireland, Does not apply, No answer","object","Region_of_usual_residence"
"UNDST1","Whether available to start working longer hours, or start a job with longer hours, within next two weeks","No answer, Yes, No, Does not apply","object","Whether_available_to_start_working_longer_hours_or_start_a_job"
"UNDEMP1","Whether would like to work longer hours, at current basic rate of pay, given the opportunity","No answer, Yes, No, Does not apply","object","Whether_would_like_to_work_longer_hours_at_current_basic_rate_"
"TYSCH121","Employer of Work scheme","Working for an employer, Temporarily away from an employer, Working for a voluntary organisation/charity, Undertaking some other form of voluntary or community work, Working for an environmental taskforce, In full-time or part-time study, Temporarily away from full-time or part-time study, Receiving help setting up as self-employed, On a project providing work experience or practical training, Undertaking some other form of employment training, Or some other situation not listed, Don’t know, Does not apply, No answer","object","Employer_of_Work_scheme"
"TYPINT1","Telephone or face-to-face interview","No answer, Telephone, Face-to-face, Does not apply","object","Telephone_or_facetoface_interview"
"TYEMPS1","Type of employment sought","Self-employment, Full-time employee, Part-time employee, Employee - no preference, Employee - time not stated, Full-time - no preference, Part-time - no preference, No preference - no preference, No preference - time not stated, Type of employment not stated, Looking for place on government scheme, Does not apply, No answer","object","Type_of_employment_sought"
"TTUSHR1","Total usual hours worked in main job (including overtime)","No answer, 97 or more, Does not apply","object","Total_usual_hours_worked_in_main_job_including_overtime"
"TTACHR1","Total actual hours worked in main job in reference week","No answer, 97 or more, Does not apply","object","Total_actual_hours_worked_in_main_job_in_reference_week"
"TROPP111","Training or educaton offered by employer in last 3 months","No answer, Education/Training offered, No training offered, Does not apply","object","Training_or_educaton_offered_by_employer_in_last_3_months"
"TRNLEN1","Length of training course","Less than 1 week, 1 week, less than 2 weeks, 2 weeks, less than 3 weeks, 3 weeks, less than 1 month, 1 month, less than 2 months, 2 months, less than 3 months, 3 months, less than 6 months, 6 months, less than 1 year, 1 year, less than 2 years, 2 years, less than 3 years, 3 years or more, On going  no definate limit, Does not apply, No answer","object","Length_of_training_course"
"TPEN0991","Type of benefit claimed - 9","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__9"
"TPEN0981","Type of benefit claimed - 8","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__8"
"TPEN0971","Type of benefit claimed - 7","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__7"
"TPEN0961","Type of benefit claimed - 6","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__6"
"TPEN0951","Type of benefit claimed - 5","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__5"
"TPEN0941","Type of benefit claimed - 4","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__4"
"TPEN0931","Type of benefit claimed - 3","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__3"
"TPEN0921","Type of benefit claimed - 2","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__2"
"TPEN0911","Type of benefit claimed - 1","Unemployment Benefit, NI credits, Income support (not as unemployed person), Sickness or disability (including ESA; excluding DPTC), State Pension, Family related benefits (excluding child benefit and tax credits), Child Benefit, Housing/Council tax (GB), Rent/rate rebate (NI), Tax Credits, Other, Does not apply, No answer","object","Type_of_benefit_claimed__1"
"TEN11","Accommodation details","Owned outright, Being bought with mortgage or loan, Part rent, Rented, Rent free, Squatting, Does not apply, No answer","object","Accommodation_details"
"TAUT4WK1","in receipt of any tuition or attend any taught classes as part of other learning","No answer, YES, NO, Does not apply","object","in_receipt_of_any_tuition_or_attend_any_taught_classes_as_part"
"SUPVIS21","Responsible for supervising in 2nd job","No answer, Yes, No, Does not apply","object","Responsible_for_supervising_in_2nd_job"
"SUPVIS1","Responsible for supervising in main job","No answer, Yes, No, Does not apply","object","Responsible_for_supervising_in_main_job"
"SUMHRS1","Total actual hours worked in main and 2nd job","No answer, 97 or more, Does not apply","object","Total_actual_hours_worked_in_main_and_2nd_job"
"STATR1","Employment status in main job (reported)","Employee, Self-employed, Government scheme, Unpaid family worker, Does not apply, No answer","object","Employment_status_in_main_job_reported"
"STAT21","Employment status in 2nd job (reported)","Employee, Self-employed, Government scheme, Unpaid family worker, Does not apply, No answer","object","Employment_status_in_2nd_job_reported"
"START1","Whether could start work within the next 2 weeks","No answer, Yes, No, Does not apply","object","Whether_could_start_work_within_the_next_2_weeks"
"SOLOR1","Self-employed with or without employees (reported)","No answer, On own, with partner(s) but no employees, With employees, Does not apply","object","Selfemployed_with_or_without_employees_reported"
"SOLO21","Working alone or employees in second job (reported)","No answer, Alone or with partner(s) but not employee, With employees, Does not apply","object","Working_alone_or_employees_in_second_job_reported"
"SOC10M1","Occupation (main job)","Houseparents and residential wardens, Care workers and home carers, Senior care workers, Care escorts, Undertakers, mortuary and crematorium assistants, Window cleaners, National government administrative occupations, Local government administrative occupations, Officers of non-governmental organisations, Large goods vehicle drivers, Van drivers, Bus and coach drivers, Taxi and cab drivers and chauffeurs, Driving instructors, Credit controllers, Book-keepers, payroll managers and wages clerks, Bank and post office clerks, Finance officers, Crane drivers, Fork-lift truck drivers, Agricultural machinery drivers, Financial administrative occupations n.e.c., Records clerks and assistants, Pensions and insurance clerks and assistants, Stock control clerks and assistants, Transport and distribution clerks and assistants, Library clerks and assistants, Marine and waterways transport operatives, Air transport operatives, Rail transport operatives, Call and contact centre occupations, Elementary storage occupations, Telephonists, Communication operators, Other drivers and transport operatives n.e.c., Architectural and town planning technicians, Draughtspersons, Customer service occupations n.e.c., Customer service managers and supervisors, Sales administrators, Kitchen and catering assistants, Waiters and waitresses, Bar staff, Leisure and theme park attendants, IT user support technicians, Chemical scientists, Biological scientists and biochemists, Physical scientists, Social and humanities scientists, Sports and leisure assistants, Travel agents, Air travel assistants, Natural and social science professionals n.e.c., Civil engineers, Mechanical engineers, Electrical engineers, Electronics engineers, Hairdressers and barbers, Design and development engineers, Production and process engineers, Engineering professionals n.e.c., IT specialist managers, IT project and programme managers, Housekeepers and related occupations, Programmers and software development professionals, Web design and development professionals, Information technology and telecommunications professionals, Moulders, core makers and die casters, Conservation professionals, Environment professionals, Welding trades, Cleaning and housekeeping managers and supervisors, Street cleaners, Production managers and directors in construction, Production managers and directors in mining and energy, Metal machining setters and setter-operators, Research and development managers, Cleaners and domestics, Precision instrument makers and repairers, Air-conditioning and refrigeration engineers, Financial managers and directors, Marketing and sales directors, Launderers, dry cleaners and pressers, School midday and crossing patrol occupations, Vehicle technicians, mechanics and electricians, Vehicle body builders and repairers , Vehicle paint technicians, Medical secretaries, Legal secretaries, School secretaries, Company secretaries, Personal assistants and other secretaries, Receptionists, Typists and related keyboard occupations, Telecommunications engineers, TV, video and audio engineers, IT engineers, Financial institution managers and directors, Electrical and electronic trades n.e.c., Skilled metal, electrical and electronic trades supervisors, Other elementary services occupations n.e.c., Managers and directors in storage and warehousing, Elementary cleaning occupations n.e.c., Paramedics, Dispensing opticians, Pharmaceutical technicians, Medical and dental technicians, Health associate professionals n.e.c., Senior police officers, Senior officers in fire, ambulance, prison and related servs, Security guards and related occupations, Parking and civil enforcement occupations, Youth and community workers, Social services managers and directors, Child and early years officers, Housing officers, Medical practitioners, Psychologists, Pharmacists, Ophthalmic opticians, Dental practitioners, Veterinarians, Medical radiographers, Podiatrists, Health professionals n.e.c., Physiotherapists, Occupational therapists, Speech and language therapists, Fitness instructors, Therapy professionals n.e.c., Nurses, Midwives, Managers and proprietors in agriculture and horticulture, Managers and proprietors in forestry, fishing and related servs, Steel erectors, Bricklayers and masons, Roofers, roof tilers and slaters, Plumbers and heating and ventilating engineers, Carpenters and joiners, Glaziers, window fabricators and fitters, Hotel and accommodation managers and proprietors, Elementary security occupations n.e.c., Publicans and managers of licensed premises, Leisure and sports managers, Floorers and wall tilers, Painters and decorators, Construction and building trades supervisors, Shelf fillers, Health care practice managers, Residential, day and domiciliary  care managers and proprietors, Mobile machine drivers and operatives n.e.c., Property, housing and estate managers, Garage managers and proprietors, Hairdressing and beauty salon managers and proprietors, Shopkeepers and proprietors - wholesale and retail, Waste disposal and environmental services managers, Train and tram drivers, NCOs and other ranks, Police officers (sergeant and below), Electrical and electronics technicians, Prison service officers (below principal officer), Police community support officers, Engineering technicians, Laboratory technicians, Human resources administrative occupations, Quality assurance technicians, Higher education teaching professionals, Further education teaching professionals, Planning, process and production technicians, Secondary education teaching professionals, Primary and nursery education teaching professionals, Special needs education teaching professionals, Senior professionals of educational establishments, Education advisers and school inspectors, Teaching and other educational professionals n.e.c., Market research interviewers, Weavers and knitters, Upholsterers, Footwear and leather working trades, Tailors and dressmakers, Plasterers, Textiles, garments and related trades n.e.c., Pre-press technicians, Printers, Print finishing and binding workers, Butchers, Bakers and flour confectioners, Fishmongers and poultry dressers, Chefs, Cooks, Catering and bar managers, Glass and ceramics makers, decorators and finishers, Furniture makers and other craft woodworkers, Florists, Other skilled trades n.e.c., Hospital porters, Building and civil engineering technicians, Authors, writers and translators, Actors, entertainers and presenters, Dancers and choreographers, Musicians, Arts officers, producers and directors, Photographers, audio-visual and broadcasting equipment operators, Graphic designers, Product, clothing and related designers, IT operations technicians, Barristers and judges, Solicitors, Sports players, Sports coaches, instructors and officials, Legal professionals n.e.c., Chartered and certified accountants, Management consultants and business analysts, Business and financial project management professionals, Actuaries, economists and statisticians, Business and related research professionals, Other administrative occupations n.e.c., Business, research and administrative professionals n.e.c., Architects, Town planning officers, Quantity surveyors, Chartered surveyors, Chartered architectural technologists, Construction project managers and related professionals, Office managers, Social workers, Probation officers, Clergy, Office supervisors, Welfare professionals n.e.c., Librarians, Archivists and curators, Quality control and planning engineers, Quality assurance and regulatory professionals, Environmental health professionals, Functional managers and directors n.e.c., Journalists, newspaper and periodical editors, Public relations professionals, Advertising accounts managers and creative directors, Rail travel assistants, Air traffic controllers, Aircraft pilots and flight engineers, Ship and hovercraft officers, Legal associate professionals, Leisure and travel service occupations n.e.c., Protective service associate professionals n.e.c., Brokers, Insurance underwriters, Finance and investment analysts and advisers, Taxation experts, Importers and exporters, Financial and accounting technicians, Financial accounts managers, Business and related associate professionals n.e.c., Beauticians and related occupations, Business sales executives, Marketing associate professionals, Estate agents and auctioneers, Sales accounts and business development managers, Conference and exhibition managers and organisers, Conservation and environmental associate professionals, Science, engineering and production technicians n.e.c., Human resources and industrial relations officers, Vocational and industrial trainers and instructors, Careers advisers and vocational guidance specialists, Inspectors of standards and regulations, Health and safety officers, IT business analysts, architects and systems designers, Caretakers, Food, drink and tobacco process operatives, Smiths and forge workers, Elected officers and representatives, Sheet metal workers, Elementary sales occupations n.e.c., Rubber process operatives, Metal plate workers, and riveters, Pipe fitters, Production managers and directors in manufacturing, Process operatives n.e.c., Tool makers, tool fitters and markers-out, Metal working production and maintenance fitters, Purchasing managers and directors, Advertising and public relations directors, Human resource managers and directors, Information technology and telecommunications directors, Tyre, exhaust and windscreen fitters, Aircraft maintenance and related trades, Sewing machinists, Boat and ship builders and repairers, Rail and rolling stock builders and repairers, Estimators, valuers and assessors, Assemblers and routine operatives n.e.c., Chief executives and senior officials, Electricians and electrical fitters, Does not apply, Buyers and procurement officers, No answer, Managers and directors in transport and distribution, Veterinary nurses, Dental nurses, Restaurant and catering establishment managers and proprietors, Fire service officers (watch manager and below), Refuse and salvage occupations, Officers in armed forces, Public services associate professionals, Childminders and related occupations, Vehicle valeters and cleaners, Playworkers, Counsellors, Elementary administration occupations n.e.c., Farm workers, Forestry workers, Fishing and other elementary agriculture occupations n.e.c., Elementary construction occupations, Industrial cleaning process occupations, Packers, bottlers, canners and fillers, Health services and public health managers and directors, Glass and ceramics process operatives, Textile process operatives, Chemical and related process operatives, Elementary process plant occupations n.e.c., Plastics process operatives, Metal making and treating process operatives, Electroplaters, Managers and proprietors in other services n.e.c., Paper and wood machine operatives, Coal mine operatives, Quarry workers and related operatives, Energy plant operatives, Metal working machine operatives, Water and sewerage plant operatives, Printing machine assistants, Plant and machine operatives n.e.c., Assemblers (electrical and electronic products), Assemblers (vehicles and metal goods), Routine inspectors and testers, Weighers, graders and sorters, Sales and retail assistants, Retail cashiers and check-out operators, Telephone salespersons, Pharmacy and other dispensing assistants, Vehicle and parts salespersons and advisers, Scaffolders, stagers and riggers, Road construction operatives, Rail construction and maintenance operatives, Collector salespersons and credit agents, Debt, rent and other cash collectors, Roundspersons and van salespersons, Market and street traders and assistants, Merchandisers and window dressers, Travel agency managers and proprietors, Sales related occupations n.e.c., Sales supervisors, Animal care services occupations n.e.c., Managers and directors in retail and wholesale, Nursery nurses and assistants, Construction operatives n.e.c., Welfare and housing associate professionals n.e.c., Teaching assistants, Educational support assistants, Artists, Pest control officers, Ambulance staff (excluding paramedics), Farmers, Horticultural trades, Gardeners and landscape gardeners, Groundsmen and greenkeepers, Postal workers, mail sorters, messengers and couriers, Nursing auxiliaries and assistants, Construction and building trades n.e.c., Agricultural and fishing trades n.e.c.","object","Occupation_main_job"
"SKSBN971","Type of Sick or Disability benefit claimed - 7","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__7"
"SKSBN961","Type of Sick or Disability benefit claimed - 6","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__6"
"SKSBN951","Type of Sick or Disability benefit claimed - 5","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__5"
"SKSBN941","Type of Sick or Disability benefit claimed - 4","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__4"
"SKSBN931","Type of Sick or Disability benefit claimed - 3","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__3"
"SKSBN921","Type of Sick or Disability benefit claimed - 2","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__2"
"SKSBN911","Type of Sick or Disability benefit claimed - 1","Incapacity benefit, Severe Disablement allowance, Employment and support allowance, Statutory sick pay, Invalid care allowance, Disability living allowance, Attendance allowance, Industrial injury disablement benefit, Does not apply, No answer","object","Type_of_Sick_or_Disability_benefit_claimed__1"
"SEX","Sex of respondent","No answer, Male, Female, Does not apply","object","Sex_of_respondent"
"SELF41","Self-employed status - 4","Paid salary or wage by employment agency, Sole director of own ltd business, Running a business or prof practice, Partner in business or prof practice, Working for self, Sub contractor, Free lance work, None of above, Does not apply, No answer","object","Selfemployed_status__4"
"SELF31","Self-employed status - 3","Paid salary or wage by employment agency, Sole director of own ltd business, Running a business or prof practice, Partner in business or prof practice, Working for self, Sub contractor, Free lance work, None of above, Does not apply, No answer","object","Selfemployed_status__3"
"SELF21","Self-employed status - 2","Paid salary or wage by employment agency, Sole director of own ltd business, Running a business or prof practice, Partner in business or prof practice, Working for self, Sub contractor, Free lance work, None of above, Does not apply, No answer","object","Selfemployed_status__2"
"SELF11","Self-employed status - 1","Paid salary or wage by employment agency, Sole director of own ltd business, Running a business or prof practice, Partner in business or prof practice, Working for self, Sub contractor, Free lance work, None of above, Does not apply, No answer","object","Selfemployed_status__1"
"SETRO031","Type of non-private organisation","Public company, plc, Nationalised industry etc, Central Gov,civil service, Local gov or council (inc police etc), University, etc, Health authority or NHS trust, Charity, voluntary org etc, Armed forces, Other kind of organisation, Does not apply, No answer","object","Type_of_nonprivate_organisation"
"SECTOR1","Whether working for private firm or business","No answer, Private firm or business or Ltd, Other kind of organisation, Does not apply","object","Whether_working_for_private_firm_or_business"
"SECJOB1","Whether had 2nd job in reference week","No answer, Yes, No, Does not apply","object","Whether_had_2nd_job_in_reference_week"
"SECJMBR1","Employment status in 2nd job (reported)","Employee, Self-employed, Status not stated, Changed jobs, No second job, Does not apply, No answer","object","Employment_status_in_2nd_job_reported"
"SCHM121","Work schemes","Work Club or Enterprise Club, New Enterprise Allowance, Work Experience, Work Trial, Work Programme, Training for Success [Northern Ireland only option], Steps to Work [Northern Ireland only option], Training for Work [Scotland only option], Get ready for work [Scotland only option], or none of these?, Any other training scheme, Just 16 and non-response this time, Does not apply, No answer","object","Work_schemes"
