"Variable","Variable Label","Possible Values","Column Type","Column Name"
"YSTART1","Reason could not start work within 2 weeks?","Must complete educ, Cannot leave present job within 2 weeks, Looking after family or home, Temp sick or injured, Long-term sick or disabled, Other reason","object","Reason_could_not_start_work_within_2_weeks"
"YPTJOB1","Reason for part-time job?","Student or at school, Ill or disabled, Could not find full-time job, Did not want full-time job","object","Reason_for_parttime_job"
"YPAYL201","Reason why pay less than usual","Absent from work through illness, Worked less overtime than usual, Annual leave, Bank holiday, Worked less house for other reason, Maternity pay, Paternity pay, Adoption pay, Unpaid parental leave, Shared parental leave, Time off to deal with an emergency, Other reasons","object","Reason_why_pay_less_than_usual"
"YLESS201","Reason worked fewer hours than usual in reference week?","Number of hours worked/overtime varies, Bank holiday, Maternity leave, Paternity leave, Adoption leave, Shared parental leave, Unpaid parental leave, Other leave/holiday, Sick or injured, Attending a training course away from own workplace, Started new job/ changed jobs, Ended job and did not start new one that week, Laid off/short time/work interrupted by bad weather, Laid off/short time/work interrupted by labour dispute at ow, Laid off/short time/work interrupted by economic and other c, Off Season, Time off to deal with an emergency, Other personal/family reasons, Other reasons","object","Reason_worked_fewer_hours_than_usual_in_reference_week"
"Y2JOB1","Whether had 2 jobs because of a change of job in reference week","Yes, changed jobs, No","object","Whether_had_2_jobs_because_of_a_change_of_job_in_reference_wee"
"WRKING1","Whether did paid work in reference week","Yes, No","object","Whether_did_paid_work_in_reference_week"
"WNEFT111","When left last job","Less than 3 months, 3 months but less than 6 months, 6 months but less than 12 months, 1 year but less than 2 years, 2 years but less than 3 years, 3 years but less than 4 years, 4 years but less than 5 years, 5 years or more, Never had paid job","object","When_left_last_job"
"WHYTMP61","Reason for taking non-permanent job?","Contract inc training, Contract for probationary period, Could not find permanent job, Did not want permanent job, Some other reason","object","Reason_for_taking_nonpermanent_job"
"WEEK","Week number when interview took place","","int64","Week_number_when_interview_took_place"
"WAVFND1","Wave at which household was first found","","int64","Wave_at_which_household_was_first_found"
"WAIT1","Waiting to take up a job already obtained","Yes, No","object","Waiting_to_take_up_a_job_already_obtained"
"W1YR","Year that address first entered survey","","int64","Year_that_address_first_entered_survey"
"VARYHR1","Whether weekly hours tend to vary","Yes, No","object","Whether_weekly_hours_tend_to_vary"
"USNET991","Whether last net pay was usual net pay for period covered by payment","Yes, No, No usual amount","object","Whether_last_net_pay_was_usual_net_pay_for_period_covered_by_p"
"USGRS991","Whether gross pay last received is the same as that received each similar period","Yes, No, No usual amount","object","Whether_gross_pay_last_received_is_the_same_as_that_received_e"
"USESLP1","Type of documentation used to check income detail","Payslip, BankBuilding society statements, Other, None","object","Type_of_documentation_used_to_check_income_detail"
"URESMC1","Region of usual residence","Tyne & Wear, Rest of Northern region, South Yorkshire, West Yorkshire, Rest of Yorks & Humberside, East Midlands, East Anglia, Inner London, Outer London, Rest of South East, South West, West Midlands (met county), Rest of West Midlands, Greater Manchester, Merseyside, Rest of North West, Wales, Strathclyde, Rest of Scotland, Northern Ireland","object","Region_of_usual_residence"
"UNDST1","Whether available to start working longer hours, or start a job with longer hours, within next two weeks","Yes, No","object","Whether_available_to_start_working_longer_hours_or_start_a_job"
