"Variable","Variable Label","Possible Values","Column Type","Column Name"
"CITIZEN","For which country do you hold,entitled to hold a passport","AFGHANISTAN , ALBANIA , ANTARCTICA , ALGERIA , AMERICAN SAMOA , ANDORRA , ANGOLA , ANTIGUA AND BARBUDA , AZERBAIJAN , ARGENTINA , AUSTRALIA , AUSTRIA , BAHAMAS, THE , BAHRAIN , BANGLADESH , ARMENIA , BARBADOS , BELGIUM , BERMUDA , BHUTAN , BOLIVIA , BOSNIA AND HERZEGOVINA , BOTSWANA , BOUVET ISLAND , BRAZIL , BELIZE , BRITISH INDIAN OCEAN TERRITORY , SOLOMON ISLANDS , BRITISH VIRGIN ISLANDS , BRUNEI (Brunei Darussalam) , BULGARIA , MYANMAR (BURMA) , BURUNDI , BELARUS , CAMBODIA , CAMEROON , CANADA , CAPE VERDE , CAYMAN ISLANDS , CENTRAL AFRICAN REPUBLIC , SRI LANKA , CHAD , CHILE , CHINA, PEOPLE'S REPUBLIC OF , CHINA (TAIWAN) , CHRISTMAS ISLAND , COCOS (KEELING) ISLANDS , COLOMBIA , COMOROS , MAYOTTE (Mahore) , CONGO (Congo-Brazzaville) , CONGO, DEMOCRATIC REPUBLIC OF (Congo-Kinsala , COOK ISLANDS , COSTA RICA , CROATIA , CUBA , CZECH REPUBLIC , BENIN , DENMARK , DOMINICA , DOMINICAN REPUBLIC , ECUADOR , EL SALVADOR , EQUATORIAL GUINEA , ETHIOPIA , ERITREA , ESTONIA , FAROE ISLANDS , FALKLAND ISLANDS , SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS , FIJI , FINLAND , ALAND ISLANDS , FRANCE , FRENCH GUIANA , FRENCH POLYNESIA , FRENCH SOUTHERN TERRITORIES , DJIBOUTI , GABON , GEORGIA , GAMBIA, THE , OCCUPIED PALESTINIAN TERRITORIES , GERMANY , GHANA , GIBRALTAR , KIRIBATI , GREECE (Hellenic Republic) , GREENLAND , GRENADA , GUADELOUPE , GUAM , GUATEMALA , GUINEA , GUYANA , HAITI , HEARD ISLAND AND MCDONALD ISLANDS , VATICAN CITY (Holy See) , HONDURAS , HONG KONG (Special Admin Region of China) , HUNGARY , ICELAND , INDIA (Bharat) , INDONESIA , IRAN , IRAQ , IRELAND , ISRAEL , ITALY , IVORY COAST (COTE D'IVOIRE) , JAMAICA , JAPAN , KAZAKHSTAN , JORDAN , KENYA , KOREA (NORTH) , KOREA (SOUTH) , KUWAIT , KYRGYSTAN (Kirgizia) , LAOS , LEBANON , LESOTHO , LATVIA , LIBERIA , LIBYA (Libyan Arab Jamahiriya) , LIECHTENSTEIN , LITHUANIA , LUXEMBOURG , MACAO (Special Admin Region of China) , MADAGASCAR (Malagasy Republic) , MALAWI , MALAYSIA , MALDIVES , MALI , MALTA , MARTINIQUE , MAURITANIA , MAURITIUS , MEXICO (United Mexican States) , MONACO , MONGOLIA , MOLDOVA , MONTENEGRO , MONTSERRAT , MOROCCO , MOZAMBIQUE , OMAN , NAMIBIA , NAURU , NEPAL , NETHERLANDS , Dutch West Indies (NETHERLANDS ANTILLES) , Curacao , ARUBA , St Maarten (Dutch part) , Bonaire, St Eustatius & Saba , NEW CALEDONIA , VANUATU , NEW ZEALAND , NICARAGUA , NIGER , NIGERIA , NIUE , NORFOLK ISLAND , NORWAY , NORTHERN MARIANA ISLANDS , UNITED STATES MINOR OUTLYING ISLANDS , MICRONESIA , MARSHALL ISLANDS , PALAU , PAKISTAN , PANAMA , PAPUA NEW GUINEA , PARAGUAY , PERU , PHILIPPINES , PITCAIRN, HENDERSON, DUCIE ANS OENO ISLANDS , POLAND , PORTUGAL , GUINEA-BISSAU , EAST TIMOR (Timor-Leste) , PUERTO RICO (Porto Rico) , QATAR , REUNION , ROMANIA , RUSSIA (Russian Federation) , RWANDA , St Barthelemy , ST HELENA , ST KITTS AND NEVIS , ANGUILLA , ST LUCIA , St Martin (French part) , ST PIERRE AND MIQUELON , ST VINCENT AND THE GRENADINES , SAN MARINO , SAO TOME AND PRINCIPE , SAUDI ARABIA , SENEGAL , SERBIA , SEYCHELLES , SIERRA LEONE , SINGAPORE , SLOVAKIA , VIETNAM , SLOVENIA , SOMALIA , SOUTH AFRICA , ZIMBABWE , SOUTH SUDAN , SUDAN , WESTERN SAHARA , SUDAN , SURINAM (Sranang) , SVALBARD AND JAN MAYEN , SWAZILAND , SWEDEN , SWITZERLAND (Swiss/Helvetic Confederation) , SYRIA (Syrian Arab Republic) , TAJIKISTAN , THAILAND , TOGO , TOKELAU , TONGA , TRINIDAD AND TOBAGO , UNITED ARAB EMIRATES , TUNISIA (Tunisian Republic) , TURKEY , TURKMENISTAN (Turkmania) , TURKS AND CAICOS ISLANDS , TUVALU , UGANDA , UKRAINE , MACEDONIA , EGYPT , GUERNSEY , JERSEY , ISLE OF MAN , TANZANIA , UNITED STATES OF AMERICA (USA) , UNITED STATES VIRGIN ISLANDS , BURKINA FASO , URUGUAY , UZBEKISTAN , VENEZUELA , WALLIS AND FUTUNA , SAMOA , YEMEN , Vojvodina , ZAMBIA , Cyprus and Sovereign Base Areas Overseas Territory , CYPRUS, Non-European Union (Northern Cyprus) , CYPRUS Not otherwise specified , SPAIN exc Canary Islands , CANARY ISLANDS , SPAIN Not specified if mainland or Canaries , ENGLAND , NORTHERN IRELAND , SCOTLAND , WALES , GREAT BRITAIN Not otherwise specified , UNITED KINGDOM Not otherwise specified , CHANNEL ISLANDS Not otherwise specified , Kosovo , CZECHOSLOVAKIA Not otherwise specified , SOVIET UNION (USSR) Not otherwise specified , YUGOSLAVIA Not otherwise specified , SERBIA AND MONTENEGRO Not otherwise specified , EUROPE Not otherwise specified , AFRICA Not otherwise specified , MIDDLE EAST Not otherwise specified , ASIA exc Middle East Not otherwise specified , NORTH AMERICA Not otherwise specified , CENTRAL AMERICA Not otherwise specified , SOUTH AMERICA Not otherwise specified , Caribbean and West Indies not else where specified , ANTARCTICA AND OCEANIA Not otherwise specif'd , NETHERLANDS ANTILLES Not otherwise specified , AT SEA , IN THE AIR ","int64","For_which_country_do_you_holdentitled_to_hold_a_passport"
"CITIZEN2","Citizen 2","AFGHANISTAN , ALBANIA , ANTARCTICA , ALGERIA , AMERICAN SAMOA , ANDORRA , ANGOLA , ANTIGUA AND BARBUDA , AZERBAIJAN , ARGENTINA , AUSTRALIA , AUSTRIA , BAHAMAS, THE , BAHRAIN , BANGLADESH , ARMENIA , BARBADOS , BELGIUM , BERMUDA , BHUTAN , BOLIVIA , BOSNIA AND HERZEGOVINA , BOTSWANA , BOUVET ISLAND , BRAZIL , BELIZE , BRITISH INDIAN OCEAN TERRITORY , SOLOMON ISLANDS , BRITISH VIRGIN ISLANDS , BRUNEI (Brunei Darussalam) , BULGARIA , MYANMAR (BURMA) , BURUNDI , BELARUS , CAMBODIA , CAMEROON , CANADA , CAPE VERDE , CAYMAN ISLANDS , CENTRAL AFRICAN REPUBLIC , SRI LANKA , CHAD , CHILE , CHINA, PEOPLE'S REPUBLIC OF , CHINA (TAIWAN) , CHRISTMAS ISLAND , COCOS (KEELING) ISLANDS , COLOMBIA , COMOROS , MAYOTTE (Mahore) , CONGO (Congo-Brazzaville) , CONGO, DEMOCRATIC REPUBLIC OF (Congo-Kinsala , COOK ISLANDS , COSTA RICA , CROATIA , CUBA , CZECH REPUBLIC , BENIN , DENMARK , DOMINICA , DOMINICAN REPUBLIC , ECUADOR , EL SALVADOR , EQUATORIAL GUINEA , ETHIOPIA , ERITREA , ESTONIA , FAROE ISLANDS , FALKLAND ISLANDS , SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS , FIJI , FINLAND , ALAND ISLANDS , FRANCE , FRENCH GUIANA , FRENCH POLYNESIA , FRENCH SOUTHERN TERRITORIES , DJIBOUTI , GABON , GEORGIA , GAMBIA, THE , OCCUPIED PALESTINIAN TERRITORIES , GERMANY , GHANA , GIBRALTAR , KIRIBATI , GREECE (Hellenic Republic) , GREENLAND , GRENADA , GUADELOUPE , GUAM , GUATEMALA , GUINEA , GUYANA , HAITI , HEARD ISLAND AND MCDONALD ISLANDS , VATICAN CITY (Holy See) , HONDURAS , HONG KONG (Special Admin Region of China) , HUNGARY , ICELAND , INDIA (Bharat) , INDONESIA , IRAN , IRAQ , IRELAND , ISRAEL , ITALY , IVORY COAST (COTE D'IVOIRE) , JAMAICA , JAPAN , KAZAKHSTAN , JORDAN , KENYA , KOREA (NORTH) , KOREA (SOUTH) , KUWAIT , KYRGYSTAN (Kirgizia) , LAOS , LEBANON , LESOTHO , LATVIA , LIBERIA , LIBYA (Libyan Arab Jamahiriya) , LIECHTENSTEIN , LITHUANIA , LUXEMBOURG , MACAO (Special Admin Region of China) , MADAGASCAR (Malagasy Republic) , MALAWI , MALAYSIA , MALDIVES , MALI , MALTA , MARTINIQUE , MAURITANIA , MAURITIUS , MEXICO (United Mexican States) , MONACO , MONGOLIA , MOLDOVA , MONTENEGRO , MONTSERRAT , MOROCCO , MOZAMBIQUE , OMAN , NAMIBIA , NAURU , NEPAL , NETHERLANDS , Dutch West Indies (NETHERLANDS ANTILLES) , Curacao , ARUBA , St Maarten (Dutch part) , Bonaire, St Eustatius & Saba , NEW CALEDONIA , VANUATU , NEW ZEALAND , NICARAGUA , NIGER , NIGERIA , NIUE , NORFOLK ISLAND , NORWAY , NORTHERN MARIANA ISLANDS , UNITED STATES MINOR OUTLYING ISLANDS , MICRONESIA , MARSHALL ISLANDS , PALAU , PAKISTAN , PANAMA , PAPUA NEW GUINEA , PARAGUAY , PERU , PHILIPPINES , PITCAIRN, HENDERSON, DUCIE ANS OENO ISLANDS , POLAND , PORTUGAL , GUINEA-BISSAU , EAST TIMOR (Timor-Leste) , PUERTO RICO (Porto Rico) , QATAR , REUNION , ROMANIA , RUSSIA (Russian Federation) , RWANDA , St Barthelemy , ST HELENA , ST KITTS AND NEVIS , ANGUILLA , ST LUCIA , St Martin (French part) , ST PIERRE AND MIQUELON , ST VINCENT AND THE GRENADINES , SAN MARINO , SAO TOME AND PRINCIPE , SAUDI ARABIA , SENEGAL , SERBIA , SEYCHELLES , SIERRA LEONE , SINGAPORE , SLOVAKIA , VIETNAM , SLOVENIA , SOMALIA , SOUTH AFRICA , ZIMBABWE , SOUTH SUDAN , SUDAN , WESTERN SAHARA , SUDAN , SURINAM (Sranang) , SVALBARD AND JAN MAYEN , SWAZILAND , SWEDEN , SWITZERLAND (Swiss/Helvetic Confederation) , SYRIA (Syrian Arab Republic) , TAJIKISTAN , THAILAND , TOGO , TOKELAU , TONGA , TRINIDAD AND TOBAGO , UNITED ARAB EMIRATES , TUNISIA (Tunisian Republic) , TURKEY , TURKMENISTAN (Turkmania) , TURKS AND CAICOS ISLANDS , TUVALU , UGANDA , UKRAINE , MACEDONIA , EGYPT , GUERNSEY , JERSEY , ISLE OF MAN , TANZANIA , UNITED STATES OF AMERICA (USA) , UNITED STATES VIRGIN ISLANDS , BURKINA FASO , URUGUAY , UZBEKISTAN , VENEZUELA , WALLIS AND FUTUNA , SAMOA , YEMEN , Vojvodina , ZAMBIA , Cyprus and Sovereign Base Areas Overseas Territory , CYPRUS, Non-European Union (Northern Cyprus) , CYPRUS Not otherwise specified , SPAIN exc Canary Islands , CANARY ISLANDS , SPAIN Not specified if mainland or Canaries , ENGLAND , NORTHERN IRELAND , SCOTLAND , WALES , GREAT BRITAIN Not otherwise specified , UNITED KINGDOM Not otherwise specified , CHANNEL ISLANDS Not otherwise specified , Kosovo , CZECHOSLOVAKIA Not otherwise specified , SOVIET UNION (USSR) Not otherwise specified , YUGOSLAVIA Not otherwise specified , SERBIA AND MONTENEGRO Not otherwise specified , EUROPE Not otherwise specified , AFRICA Not otherwise specified , MIDDLE EAST Not otherwise specified , ASIA exc Middle East Not otherwise specified , NORTH AMERICA Not otherwise specified , CENTRAL AMERICA Not otherwise specified , SOUTH AMERICA Not otherwise specified , Caribbean and West Indies not else where specified , ANTARCTICA AND OCEANIA Not otherwise specif'd , NETHERLANDS ANTILLES Not otherwise specified , AT SEA , IN THE AIR ","int64","Citizen_2"
"COHABIT","Whether cohabitee","Yes , No ","object","Whether_cohabitee"
"CONTUK","Whether lived in UK continuously since first arrival","Yes , No ","object","Whether_lived_in_UK_continuously_since_first_arrival"
"CONVBL","Whether person boarder,lodger","A boarder , A lodger , Neither a boarder or lodger ","object","Whether_person_boarderlodger"
"CORIGN","Country of origin","England , Wales , Scotland , Northern Ireland , UK, Britain , Republic of Ireland , India , Pakistan , Poland , Other ","int64","Country_of_origin"
"CORIGOTH","Country of origin (oth)","AFGHANISTAN , ALBANIA , ANTARCTICA , ALGERIA , AMERICAN SAMOA , ANDORRA , ANGOLA , ANTIGUA AND BARBUDA , AZERBAIJAN , ARGENTINA , AUSTRALIA , AUSTRIA , BAHAMAS, THE , BAHRAIN , BANGLADESH , ARMENIA , BARBADOS , BELGIUM , BERMUDA , BHUTAN , BOLIVIA , BOSNIA AND HERZEGOVINA , BOTSWANA , BOUVET ISLAND , BRAZIL , BELIZE , BRITISH INDIAN OCEAN TERRITORY , SOLOMON ISLANDS , BRITISH VIRGIN ISLANDS , BRUNEI (Brunei Darussalam) , BULGARIA , MYANMAR (BURMA) , BURUNDI , BELARUS , CAMBODIA , CAMEROON , CANADA , CAPE VERDE , CAYMAN ISLANDS , CENTRAL AFRICAN REPUBLIC , SRI LANKA , CHAD , CHILE , CHINA, PEOPLE'S REPUBLIC OF , CHINA (TAIWAN) , CHRISTMAS ISLAND , COCOS (KEELING) ISLANDS , COLOMBIA , COMOROS , MAYOTTE (Mahore) , CONGO (Congo-Brazzaville) , CONGO, DEMOCRATIC REPUBLIC OF (Congo-Kinsala , COOK ISLANDS , COSTA RICA , CROATIA , CUBA , CZECH REPUBLIC , BENIN , DENMARK , DOMINICA , DOMINICAN REPUBLIC , ECUADOR , EL SALVADOR , EQUATORIAL GUINEA , ETHIOPIA , ERITREA , ESTONIA , FAROE ISLANDS , FALKLAND ISLANDS , SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS , FIJI , FINLAND , ALAND ISLANDS , FRANCE , FRENCH GUIANA , FRENCH POLYNESIA , FRENCH SOUTHERN TERRITORIES , DJIBOUTI , GABON , GEORGIA , GAMBIA, THE , OCCUPIED PALESTINIAN TERRITORIES , GERMANY , GHANA , GIBRALTAR , KIRIBATI , GREECE (Hellenic Republic) , GREENLAND , GRENADA , GUADELOUPE , GUAM , GUATEMALA , GUINEA , GUYANA , HAITI , HEARD ISLAND AND MCDONALD ISLANDS , VATICAN CITY (Holy See) , HONDURAS , HONG KONG (Special Admin Region of China) , HUNGARY , ICELAND , INDIA (Bharat) , INDONESIA , IRAN , IRAQ , IRELAND , ISRAEL , ITALY , IVORY COAST (COTE D'IVOIRE) , JAMAICA , JAPAN , KAZAKHSTAN , JORDAN , KENYA , KOREA (NORTH) , KOREA (SOUTH) , KUWAIT , KYRGYSTAN (Kirgizia) , LAOS , LEBANON , LESOTHO , LATVIA , LIBERIA , LIBYA (Libyan Arab Jamahiriya) , LIECHTENSTEIN , LITHUANIA , LUXEMBOURG , MACAO (Special Admin Region of China) , MADAGASCAR (Malagasy Republic) , MALAWI , MALAYSIA , MALDIVES , MALI , MALTA , MARTINIQUE , MAURITANIA , MAURITIUS , MEXICO (United Mexican States) , MONACO , MONGOLIA , MOLDOVA , MONTENEGRO , MONTSERRAT , MOROCCO , MOZAMBIQUE , OMAN , NAMIBIA , NAURU , NEPAL , NETHERLANDS , Dutch West Indies (NETHERLANDS ANTILLES) , Curacao , ARUBA , St Maarten (Dutch part) , Bonaire, St Eustatius & Saba , NEW CALEDONIA , VANUATU , NEW ZEALAND , NICARAGUA , NIGER , NIGERIA , NIUE , NORFOLK ISLAND , NORWAY , NORTHERN MARIANA ISLANDS , UNITED STATES MINOR OUTLYING ISLANDS , MICRONESIA , MARSHALL ISLANDS , PALAU , PAKISTAN , PANAMA , PAPUA NEW GUINEA , PARAGUAY , PERU , PHILIPPINES , PITCAIRN, HENDERSON, DUCIE ANS OENO ISLANDS , POLAND , PORTUGAL , GUINEA-BISSAU , EAST TIMOR (Timor-Leste) , PUERTO RICO (Porto Rico) , QATAR , REUNION , ROMANIA , RUSSIA (Russian Federation) , RWANDA , St Barthelemy , ST HELENA , ST KITTS AND NEVIS , ANGUILLA , ST LUCIA , St Martin (French part) , ST PIERRE AND MIQUELON , ST VINCENT AND THE GRENADINES , SAN MARINO , SAO TOME AND PRINCIPE , SAUDI ARABIA , SENEGAL , SERBIA , SEYCHELLES , SIERRA LEONE , SINGAPORE , SLOVAKIA , VIETNAM , SLOVENIA , SOMALIA , SOUTH AFRICA , ZIMBABWE , SOUTH SUDAN , SUDAN , WESTERN SAHARA , SUDAN , SURINAM (Sranang) , SVALBARD AND JAN MAYEN , SWAZILAND , SWEDEN , SWITZERLAND (Swiss/Helvetic Confederation) , SYRIA (Syrian Arab Republic) , TAJIKISTAN , THAILAND , TOGO , TOKELAU , TONGA , TRINIDAD AND TOBAGO , UNITED ARAB EMIRATES , TUNISIA (Tunisian Republic) , TURKEY , TURKMENISTAN (Turkmania) , TURKS AND CAICOS ISLANDS , TUVALU , UGANDA , UKRAINE , MACEDONIA , EGYPT , GUERNSEY , JERSEY , ISLE OF MAN , TANZANIA , UNITED STATES OF AMERICA (USA) , UNITED STATES VIRGIN ISLANDS , BURKINA FASO , URUGUAY , UZBEKISTAN , VENEZUELA , WALLIS AND FUTUNA , SAMOA , YEMEN , Vojvodina , ZAMBIA , Cyprus and Sovereign Base Areas Overseas Territory , CYPRUS, Non-European Union (Northern Cyprus) , CYPRUS Not otherwise specified , SPAIN exc Canary Islands , CANARY ISLANDS , SPAIN Not specified if mainland or Canaries , ENGLAND , NORTHERN IRELAND , SCOTLAND , WALES , GREAT BRITAIN Not otherwise specified , UNITED KINGDOM Not otherwise specified , CHANNEL ISLANDS Not otherwise specified , Kosovo , CZECHOSLOVAKIA Not otherwise specified , SOVIET UNION (USSR) Not otherwise specified , YUGOSLAVIA Not otherwise specified , SERBIA AND MONTENEGRO Not otherwise specified , EUROPE Not otherwise specified , AFRICA Not otherwise specified , MIDDLE EAST Not otherwise specified , ASIA exc Middle East Not otherwise specified , NORTH AMERICA Not otherwise specified , CENTRAL AMERICA Not otherwise specified , SOUTH AMERICA Not otherwise specified , Caribbean and West Indies not else where specified , ANTARCTICA AND OCEANIA Not otherwise specif'd , NETHERLANDS ANTILLES Not otherwise specified , AT SEA , IN THE AIR ","int64","Country_of_origin_oth"
"CUROTHF","Level of foreign qualification studying for","Degree level or above , Lower than degree level ","int64","Level_of_foreign_qualification_studying_for"
"CUROTHP","Level of professional qualification studying for","Degree level or above , Lower than degree level ","int64","Level_of_professional_qualification_studying_for"
"CUROTHWV","Level of work-related,vocational qualification studying for","Degree level or above , Lower than degree level ","int64","Level_of_workrelatedvocational_qualification_studying_for"
"CURQUAL","What qualification are you studying for?","Degree inc foundation degree / professional institute member , Diploma in higher education , HNC/HND , ONC/OND , BTEC/ BEC/ TEC / EdExcel/ LQL , SCOTVEC/ SCOTEC/ SCOTBEC  (Scotland) , Teaching qualification (excluding PGCE) , Nursing or other medical qualification not yet mentioned , Other higher education qualification below degree level , A level / GCE in Applied Subjects or equivalent , New Diploma , Welsh Baccalaureate , Scottish Baccalaureate , International Baccalaureate , NVQ/SVQ , GNVQ/GSVQ , AS level or equivalent , Certificate of Sixth Year Studies (CSYS) (Scotland) , Access to HE , O level or equivalent , Nationals (Scotland) , Skills for work (Scotland) , Standard Grade or Ordinary Grade / Lower (Scotland) , GCSE / Vocational GCSE , CSE , Advanced Higher/Higher/Intermediate/Access qualifications (S , RSA/ OCR , City and Guilds , YT Certificate/YTP , Key Skills (Eng., W and NI) / Core Skills (Scotland)/ Essent , Basic skills (skills for life/literacy/numeracy/language) , Entry Level Qualifications , Award, Certificate or Diploma, at entry level and level 1 to , Any other professional/vocational / foreign qualifications ","object","What_qualification_are_you_studying_for"
"CVHT","Whether heating incl (boarders,lodgers)","Included , Paid for separately ","int64","Whether_heating_incl_boarderslodgers"
"CVPAY","Amount of rent after state benefits, boarders, lodgers","","int64","Amount_of_rent_after_state_benefits_boarders_lodgers"
"CVPD","Pcode: amount of rent after HB - boarders,lodgers","1 week , 2 weeks , 3 weeks , 4 weeks , Calendar month , Two Calendar months , Eight times a year , Nine times a year , Ten times a year , Three months (13 weeks) , One Year/12  Months/52 Weeks , Other , Six months/26 Weeks , Less than 1 week , One off/lump sum ","int64","Pcode_amount_of_rent_after_HB__boarderslodgers"
"DEGRENOW","Level of degree studying for","Higher degree , First degree , Foundation degree , Other degree ","object","Level_of_degree_studying_for"
"DENREC","Time in last yr when needed dental apt but didnt have it","Yes , No ","object","Time_in_last_yr_when_needed_dental_apt_but_didnt_have_it"
"DENRECY","If needed whether received dental exam/t","Yes , No ","object","If_needed_whether_received_dental_examt"
"DEPEND","Status indicator for adult","Still an adult , 16 - 19 years old AND in F/T education , 0-15 Years Old ","object","Status_indicator_for_adult"
"DOB","Date of Birth","","object","Date_of_Birth"
"DVMARDF","De facto marital status","Married/civil partnership , Cohabiting , Single , Widowed , Divorced/civil partnership dissolved , Separated ","object","De_facto_marital_status"
"ELIGADLT","Eligible Adult (derived)","Yes , No ","object","Eligible_Adult_derived"
"ELIGCHLD","Eligible Child (derived)","Yes , No ","object","Eligible_Child_derived"
"EUEDLIKE","Whether would have liked formal educatio","Yes , No ","object","Whether_would_have_liked_formal_educatio"
"EUEDWHY","Why unable to participate in formal educ","Cannot afford it , Not admitted to the course or programee , Time constraints (schedule, family..) , No suitable courses or programmes , Other ","object","Why_unable_to_participate_in_formal_educ"
"EULESTRN","If participated in leisure training in l","Yes , No ","object","If_participated_in_leisure_training_in_l"
"EUTFCONT","Who contributes to tuition costs","Government or local authority , Employer , Other institutions , Family/friends outside the household , Other , Don't know (spontaneous) ","object","Who_contributes_to_tuition_costs"
