"Variable","Variable Label","Possible Values","Column Type","Column Name"
"FRNDNT3","Why not see friends/family: health / disability prevents me","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_health__disability_prevents_me"
"FRNDNT4","Why not see friends/family: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_too_much_trouble__too_tiring"
"FRNDNT5","Why not see friends/family: no one to do this with or help","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_no_one_to_do_this_with_or_help"
"FRNDNT6","Why not see friends/family: not something I want","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_not_something_I_want"
"FRNDNT7","Why not see friends/family: not relevant to me","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_not_relevant_to_me"
"FRNDNT8","Why not see friends/family: other reason","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_other_reason"
"FRNDNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HAIRNT1","Why hair not done/cut regularly: no money for this","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_no_money_for_this"
"HAIRNT2","Why hair not done/cut regularly: not priority on current inc","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_priority_on_current_inc"
"HAIRNT3","Why hair not done/cut regularly: health/disability prevents","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_healthdisability_prevents"
"HAIRNT4","Why hair not done/cut regularly: too much trouble/too tiring","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_too_much_troubletoo_tiring"
"HAIRNT5","Why hair not done/cut regularly: no one to do this with/help","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_no_one_to_do_this_withhelp"
"HAIRNT6","Why hair not done/cut regularly: not something I want","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_something_I_want"
"HAIRNT7","Why hair not done/cut regularly: not relevant to me","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_relevant_to_me"
"HAIRNT8","Why hair not done/cut regularly: other reason","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_other_reason"
"HAIRNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HBOLNG","Time been on Housing Benefit or Rent [rebate/Allowance]","Up to 2 Years , 2 Years but less than 3 , 3 Years but less than 4 , 4 Years but less than 5 , 5 or more Years ","object","Time_been_on_Housing_Benefit_or_Rent_rebateAllowance"
"HBOTHAMT","Amount of HB received, rent paid or rent/rates rebate for 2n","","object","Amount_of_HB_received_rent_paid_or_rentrates_rebate_for_2n"
"HBOTHBU","Whether qualifies for HB (2nd+ BU)","Yes , No ","object","Whether_qualifies_for_HB_2nd_BU"
"HBOTHMN","Month began current Housing Benefit claim","January , February , March , April , May , June , July , August , September , October , November , December ","object","Month_began_current_Housing_Benefit_claim"
"HBOTHPD","Pcode : Housing Benefit","1 week , 2 weeks , 3 weeks , 4 weeks , Calendar month , Two Calendar months , Eight times a year , Nine times a year , Ten times a year , Three months (13 weeks) , One Year/12  Months/52 Weeks , Other , Six months/26 Weeks , Less than 1 week , One off/lump sum ","object","Pcode__Housing_Benefit"
"HBOTHWK","Number of weeks claimed Housing Benefit","","object","Number_of_weeks_claimed_Housing_Benefit"
"HBOTHYR","Year began current Housing Benefit claim","Year 2006 , Year 2007 , Year 2008 , Year 2009 ","object","Year_began_current_Housing_Benefit_claim"
"HBOTWAIT","Awaiting outcome of Housing Benft claim","Yes , No ","object","Awaiting_outcome_of_Housing_Benft_claim"
"HEATNT1","Why heating etc not in working order: no money for this","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_no_money_for_this"
"HEATNT2","Why heating etc not in working order: not priority on income","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_priority_on_income"
"HEATNT3","Why heating etc not in working order: health/disability","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_healthdisability"
"HEATNT4","Why heating etc not in working order:too much trouble/tiring","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_ordertoo_much_troubletiring"
"HEATNT5","Why heating etc not in working order: no one to do this with","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_no_one_to_do_this_with"
"HEATNT6","Why heating etc not in working order: not something I want","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_something_I_want"
"HEATNT7","Why heating etc not in working order: not relevant to me","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_relevant_to_me"
"HEATNT8","Why heating etc not in working order: other reason","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_other_reason"
"HEATNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOLNT1","Why no holiday: no money for this","Yes , No , Not applicable ","object","Why_no_holiday_no_money_for_this"
"HOLNT2","Why no holiday: not priority on current income","Yes , No , Not applicable ","object","Why_no_holiday_not_priority_on_current_income"
"HOLNT3","Why no holiday: health / disability prevents me","Yes , No , Not applicable ","object","Why_no_holiday_health__disability_prevents_me"
"HOLNT4","Why no holiday: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_no_holiday_too_much_trouble__too_tiring"
"HOLNT5","Why no holiday: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_holiday_no_one_to_do_this_with_or_help_me"
"HOLNT6","Why no holiday: not something I want","Yes , No , Not applicable ","object","Why_no_holiday_not_something_I_want"
"HOLNT7","Why no holiday: not relevant to me","Yes , No , Not applicable ","object","Why_no_holiday_not_relevant_to_me"
"HOLNT8","Why no holiday: other reason","Yes , No , Not applicable ","object","Why_no_holiday_other_reason"
"HOLNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOMENT1","Why home not in good repair: no money for this","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_no_money_for_this"
"HOMENT2","Why home not in good repair: not priority on current income","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_priority_on_current_income"
"HOMENT3","Why home not in good repair: health / disability prevents me","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_health__disability_prevents_me"
"HOMENT4","Why home not in good repair: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_too_much_trouble__too_tiring"
"HOMENT5","Why home not in good repair: no one to do this with or help","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_no_one_to_do_this_with_or_help"
"HOMENT6","Why home not in good repair: not something I want","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_something_I_want"
"HOMENT7","Why home not in good repair: not relevant to me","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_relevant_to_me"
"HOMENT8","Why home not in good repair: other reason","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_other_reason"
"HOMENT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOUSHE1","are you able to keep this accommodation warm enough","Yes , No , Does not apply ","object","are_you_able_to_keep_this_accommodation_warm_enough"
"ISSUE","Whether Mainstage or Reissue","Mainstage , Reissue ","object","Whether_Mainstage_or_Reissue"
"KIDINC",">1 child in BU any get inc. from job/tru","Yes , No ","object","1_child_in_BU_any_get_inc_from_jobtru"
"MEALNT1","Why no meal: no money for this","Yes , No , Not applicable ","object","Why_no_meal_no_money_for_this"
"MEALNT2","Why no meal: not priority on current income","Yes , No , Not applicable ","object","Why_no_meal_not_priority_on_current_income"
"MEALNT3","Why no meal: health / disability prevents me","Yes , No , Not applicable ","object","Why_no_meal_health__disability_prevents_me"
"MEALNT4","Why no meal: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_no_meal_too_much_trouble__too_tiring"
"MEALNT5","Why no meal: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_meal_no_one_to_do_this_with_or_help_me"
"MEALNT6","Why no meal: not something I want","Yes , No , Not applicable ","object","Why_no_meal_not_something_I_want"
"MEALNT7","Why no meal: not relevant to me","Yes , No , Not applicable ","object","Why_no_meal_not_relevant_to_me"
"MEALNT8","Why no meal: other reason","Yes , No , Not applicable ","object","Why_no_meal_other_reason"
"MEALNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"NHHCHILD","Whether any external child in education","Yes , No ","object","Whether_any_external_child_in_education"
"OABILL","Are you able to pay regular bills","Yes , No ","object","Are_you_able_to_pay_regular_bills"
"OACOAT","Do you have a warm waterproof coat","Yes , No ","object","Do_you_have_a_warm_waterproof_coat"
"OACOOK","Would you be able to replace your cooker if it broke down","Yes , No ","object","Would_you_be_able_to_replace_your_cooker_if_it_broke_down"
"OADAMP","Do you have a damp-free home","Yes , No ","object","Do_you_have_a_dampfree_home"
"OAEXPNS","Would you be able to pay an unexpected expense of ?200","Yes , No ","object","Would_you_be_able_to_pay_an_unexpected_expense_of_200"
"OAFRND","Do you see your friends or family at least once a month","Yes , No ","object","Do_you_see_your_friends_or_family_at_least_once_a_month"
"OAHAIR","Do you have your hair done or cut regularly","Yes , No ","object","Do_you_have_your_hair_done_or_cut_regularly"
"OAHEAT","Are your heating, electrics, plumbing and drains working","Yes , No ","object","Are_your_heating_electrics_plumbing_and_drains_working"
"OAHOL","Do you take a holiday away from home","Yes , No ","object","Do_you_take_a_holiday_away_from_home"
"OAHOLB","Do you take a holiday away from home?","We/I have this , We/I  would like to have this but cannot afford this at the , We/I do not want / need this at the moment , Does not apply ","object","Do_you_take_a_holiday_away_from_home"
"OAHOME","Is your home kept in a good state of repair","Yes , No ","object","Is_your_home_kept_in_a_good_state_of_repair"
"OAHOWPY1","How pay ?200: use own income but cut back on essentials","Yes , No , Not applicable ","object","How_pay_200_use_own_income_but_cut_back_on_essentials"
"OAHOWPY2","How pay ?200: use own income not cut back on essentials","Yes , No , Not applicable ","object","How_pay_200_use_own_income_not_cut_back_on_essentials"
"OAHOWPY3","How pay ?200: use savings","Yes , No , Not applicable ","object","How_pay_200_use_savings"
"OAHOWPY4","How pay ?200: use a form of credit","Yes , No , Not applicable ","object","How_pay_200_use_a_form_of_credit"
"OAHOWPY5","How pay ?200: get the money from friends/family as gift/loan","Yes , No , Not applicable ","object","How_pay_200_get_the_money_from_friendsfamily_as_giftloan"
"OAHOWPY6","How pay ?200: other","Yes , No , Not applicable ","object","How_pay_200_other"
"OAMEAL","Do you eat at least one filling meal a day","Yes , No ","object","Do_you_eat_at_least_one_filling_meal_a_day"
"OAOUT","Do you go out socially at least once a month","Yes , No ","object","Do_you_go_out_socially_at_least_once_a_month"
"OAPHON","Do you have telephone (landline)to use, whenever you need it","Yes , No ","object","Do_you_have_telephone_landlineto_use_whenever_you_need_it"
"OAPRE","Whether respondent agreed to pensioner deprivation questions","Continue , Refusal ","object","Whether_respondent_agreed_to_pensioner_deprivation_questions"
"OATAXI","Do you have access to a car or taxi, whenever you need it","YES , NO ","object","Do_you_have_access_to_a_car_or_taxi_whenever_you_need_it"
"OAWARM","Is your home kept adequately warm","Yes , No ","object","Is_your_home_kept_adequately_warm"
"OUTNT1","Why not go out: no money for this","Yes , No , Not applicable ","object","Why_not_go_out_no_money_for_this"
"OUTNT2","Why not go out: not priority on current income","Yes , No , Not applicable ","object","Why_not_go_out_not_priority_on_current_income"
"OUTNT3","Why not go out: health / disability prevents me","Yes , No , Not applicable ","object","Why_not_go_out_health__disability_prevents_me"
"OUTNT4","Why not go out: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_not_go_out_too_much_trouble__too_tiring"
"OUTNT5","Why not go out: no one to do this with or help me","Yes , No , Not applicable ","object","Why_not_go_out_no_one_to_do_this_with_or_help_me"
"OUTNT6","Why not go out: not something I want","Yes , No , Not applicable ","object","Why_not_go_out_not_something_I_want"
"OUTNT7","Why not go out: not relevant to me","Yes , No , Not applicable ","object","Why_not_go_out_not_relevant_to_me"
"OUTNT8","Why not go out: other reason","Yes , No , Not applicable ","object","Why_not_go_out_other_reason"
"OUTNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"PHONNT1","Why no phone: no money for this","Yes , No , Not applicable ","object","Why_no_phone_no_money_for_this"
"PHONNT2","Why no phone: not priority on current income","Yes , No , Not applicable ","object","Why_no_phone_not_priority_on_current_income"
"PHONNT3","Why no phone: health / disability prevents me","Yes , No , Not applicable ","object","Why_no_phone_health__disability_prevents_me"
"PHONNT4","Why no phone: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_no_phone_too_much_trouble__too_tiring"
"PHONNT5","Why no phone: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_phone_no_one_to_do_this_with_or_help_me"
"PHONNT6","Why no phone: not something I want","Yes , No , Not applicable ","object","Why_no_phone_not_something_I_want"
"PHONNT7","Why no phone: not relevant to me","Yes , No , Not applicable ","object","Why_no_phone_not_relevant_to_me"
"PHONNT8","Why no phone: other reason","Yes , No , Not applicable ","object","Why_no_phone_other_reason"
"PHONNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"TAXINT1","Why no car/taxi: no money for this","Yes , No , Not applicable ","object","Why_no_cartaxi_no_money_for_this"
"TAXINT2","Why no car/taxi: not priority on current income","Yes , No , Not applicable ","object","Why_no_cartaxi_not_priority_on_current_income"
"TAXINT3","Why no car/taxi: health / disability prevents me","Yes , No , Not applicable ","object","Why_no_cartaxi_health__disability_prevents_me"
"TAXINT4","Why no car/taxi: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_no_cartaxi_too_much_trouble__too_tiring"
"TAXINT5","Why no car/taxi: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_cartaxi_no_one_to_do_this_with_or_help_me"
"TAXINT6","Why no car/taxi: not something I want","Yes , No , Not applicable ","object","Why_no_cartaxi_not_something_I_want"
"TAXINT7","Why no car/taxi: not relevant to me","Yes , No , Not applicable ","object","Why_no_cartaxi_not_relevant_to_me"
"TAXINT8","Why no car/taxi: other reason","Yes , No , Not applicable ","object","Why_no_cartaxi_other_reason"
"TAXINT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"TEXPMTH","Benefit Unit total expenditure in last month","","object","Benefit_Unit_total_expenditure_in_last_month"
"TOTSAV","Estimated value of accounts/investments","Less than 1,500 , From 1,500 up to 3,000 , From 3,000 up to 8,000 , From 8,000 up to 20,000 , From 20,000 up to 25,000 , From 25,000 up to 30,000 , From 30,000 up to 35,000 , From 35,000 up to 40,000 , Over 40,000 , Does not wish to say ","object","Estimated_value_of_accountsinvestments"
"WARMNT1","Why home not warm: no money for this","Yes , No , Not applicable ","object","Why_home_not_warm_no_money_for_this"
"WARMNT2","Why home not warm: not priority on current income","Yes , No , Not applicable ","object","Why_home_not_warm_not_priority_on_current_income"
"WARMNT3","Why home not warm: health / disability prevents me","Yes , No , Not applicable ","object","Why_home_not_warm_health__disability_prevents_me"
"WARMNT4","Why home not warm: too much trouble / too tiring","Yes , No , Not applicable ","object","Why_home_not_warm_too_much_trouble__too_tiring"
"WARMNT5","Why home not warm: no one to do this with or help me","Yes , No , Not applicable ","object","Why_home_not_warm_no_one_to_do_this_with_or_help_me"
"WARMNT6","Why home not warm: not something I want","Yes , No , Not applicable ","object","Why_home_not_warm_not_something_I_want"
"WARMNT7","Why home not warm: not relevant to me","Yes , No , Not applicable ","object","Why_home_not_warm_not_relevant_to_me"
"WARMNT8","Why home not warm: other reason","Yes , No , Not applicable ","object","Why_home_not_warm_other_reason"
"WARMNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"WHODEPQ","Person from BU present for BU section?","Yes , No ","object","Person_from_BU_present_for_BU_section"
"MONTH","Month code (Source)","","int64","Month_code_Source"
"ADULTB","Number of adults in BU","","int64","Number_of_adults_in_BU"
"BOARDER","Rent - paid by Boarder","","object","Rent__paid_by_Boarder"
"BPENINC","BU - Pension income","","int64","BU__Pension_income"
"BSEINC","BU - Gross Self-Employment Earnings","","int64","BU__Gross_SelfEmployment_Earnings"
"BUAGEGR2","Revised Age of Head of BU (Pub)","Age 16 to 24 , Age 25 to 34 , Age 35 to 44 , Age 45 to 54 , Age 55 to 59 , Age 60 to 64 , Age 65 to 74 , Age 75 to 84 , Age 85 or over ","object","Revised_Age_of_Head_of_BU_Pub"
