"Variable","Variable Label","Possible Values","Column Type","Column Name"
"DEBT01","Behind with the electricity bill","Yes , No , None ","object","Behind_with_the_electricity_bill"
"DEBT02","Behind with the gas bill","Yes , No , None ","object","Behind_with_the_gas_bill"
"DEBT03","Behind with other fuel bills like coal or oil","Yes , No , None ","object","Behind_with_other_fuel_bills_like_coal_or_oil"
"DEBT04","Behind with Council Tax","Yes , No , None ","object","Behind_with_Council_Tax"
"DEBT05","Behind with insurance policies","Yes , No , None ","object","Behind_with_insurance_policies"
"DEBT06","Behind with telephone bill","Yes , No , None ","object","Behind_with_telephone_bill"
"DEBT07","Behind with television,video rental or HP","Yes , No , None ","object","Behind_with_televisionvideo_rental_or_HP"
"DEBT08","Behind with other HP payments","Yes , No , None ","object","Behind_with_other_HP_payments"
"DEBT09","Behind with water rates,rates(NI)","Yes , No , None ","object","Behind_with_water_ratesratesNI"
"DEBT10","Behind with rent","Yes , No , None ","object","Behind_with_rent"
"DEBT11","Behind with mortgage payments","Yes , No , None ","object","Behind_with_mortgage_payments"
"DEBT12","Behind with other loans","Yes , No , None ","object","Behind_with_other_loans"
"DEBT13","Behind with other loan repayments","Yes , No , None ","object","Behind_with_other_loan_repayments"
"DEBTAR01","Been behind with the electricity bill in last 12 months","Yes , No , None ","object","Been_behind_with_the_electricity_bill_in_last_12_months"
"DEBTAR02","Been behind with the gas bill in last 12 months","Yes , No , None ","object","Been_behind_with_the_gas_bill_in_last_12_months"
"DEBTAR03","Been behind with other fuel bills in last 12 months","Yes , No , None ","object","Been_behind_with_other_fuel_bills_in_last_12_months"
"DEBTAR04","Been behind with Council Tax in last 12 months","Yes , No , None ","object","Been_behind_with_Council_Tax_in_last_12_months"
"DEBTAR05","Been behind with insurance policies in last 12 months","Yes , No , None ","object","Been_behind_with_insurance_policies_in_last_12_months"
"DEBTAR06","Been behind with telephone bill in last 12 months","Yes , No , None ","object","Been_behind_with_telephone_bill_in_last_12_months"
"DEBTAR07","Been behind with tele,video rental or HP in last 12 months","Yes , No , None ","object","Been_behind_with_televideo_rental_or_HP_in_last_12_months"
"DEBTAR08","Been behind with other HP payments in last 12 months","Yes , No , None ","object","Been_behind_with_other_HP_payments_in_last_12_months"
"DEBTAR09","Been behind with water rates,rates(NI) in last 12 months","Yes , No , None ","object","Been_behind_with_water_ratesratesNI_in_last_12_months"
"DEBTAR10","Been behind with rent in last 12 months","Yes , No , None ","object","Been_behind_with_rent_in_last_12_months"
"DEBTAR11","Been behind with mortgage payments in last 12 months","Yes , No , None ","object","Been_behind_with_mortgage_payments_in_last_12_months"
"DEBTAR12","Been behind with other loans in last 12 months","Yes , No , None ","object","Been_behind_with_other_loans_in_last_12_months"
"DEBTAR13","Been behind with other loan repayments i","Yes , No , None ","object","Been_behind_with_other_loan_repayments_i"
"DEBTFRE1","How many times behind with mortgage,rent in last yr","One , Two or more ","object","How_many_times_behind_with_mortgagerent_in_last_yr"
"DEBTFRE2","How many times behind with elec,gas,water,fuel in last yr","One , Two or more ","object","How_many_times_behind_with_elecgaswaterfuel_in_last_yr"
"DEBTFRE3","How many times behind with other loan repayments in last yr","One , Two or more ","object","How_many_times_behind_with_other_loan_repayments_in_last_yr"
"ENDSMEET","Whether the household is able to make ends meet","With great difficulty , With difficulty , With some difficulty , Fairly easily , Easily , Very easily ","object","Whether_the_household_is_able_to_make_ends_meet"
"EUCAR","Do you own, or have continuous use of any motor vehicles","Yes , No ","object","Do_you_own_or_have_continuous_use_of_any_motor_vehicles"
"EUCARWHY","Why do you not have access to a motor vehicle","Don't want one , Would like one but cannot afford it , Or is there some other reason? ","object","Why_do_you_not_have_access_to_a_motor_vehicle"
"EUEXPNS","Able to pay unexpected but necessary expense of £750","Yes , No ","object","Able_to_pay_unexpected_but_necessary_expense_of_750"
"EUMEAL","Afford to eat meat or fish every second day","Yes , No ","object","Afford_to_eat_meat_or_fish_every_second_day"
"EUREPAY","Anyone in hhold have credit card or other loan to repay","Yes , No ","object","Anyone_in_hhold_have_credit_card_or_other_loan_to_repay"
"EUROAST","Does your household have a roast joint (or equivalent) once a week?","Adult(s) do this , Adult(s) would like to do this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","Does_your_household_have_a_roast_joint_or_equivalent_once_a_we"
"EUSMEAL","In the last 14 days was there a day you, partner not have substantial meal?","Yes , No ","object","In_the_last_14_days_was_there_a_day_you_partner_not_have_subst"
"EUTELEPH","Does your household have a telephone to use whenever needed","Yes, a fixed telephone , Yes, a mobile telephone , Yes, both a fixed and mobile telephone , No ","object","Does_your_household_have_a_telephone_to_use_whenever_needed"
"EUTELWHY","Why dont your hhold have a telephone to use when needed","Don't want one , Would like one but cannot afford it , Or is there some other reason? ","object","Why_dont_your_hhold_have_a_telephone_to_use_when_needed"
"EXPNSOA","Able to pay unexpected but necessary expense of £750","Yes , No ","object","Able_to_pay_unexpected_but_necessary_expense_of_750"
"FRNDNT1","Why not see friends,family: no money for this","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_no_money_for_this"
"FRNDNT2","Why not see friends,family: not priority on current income","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_not_priority_on_current_income"
"FRNDNT3","Why not see friends,family: health,disability prevents me","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_healthdisability_prevents_me"
"FRNDNT4","Why not see friends,family: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_too_much_troubletoo_tiring"
"FRNDNT5","Why not see friends,family: no one to do this with or help","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_no_one_to_do_this_with_or_help"
"FRNDNT6","Why not see friends,family: not something I want","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_not_something_I_want"
"FRNDNT7","Why not see friends,family: not relevant to me","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_not_relevant_to_me"
"FRNDNT8","Why not see friends,family: other reason","Yes , No , Not applicable ","object","Why_not_see_friendsfamily_other_reason"
"FRNDNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"FURNT1","Why do not replace worn-out furniture: No money for this","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_No_money_for_this"
"FURNT2","Why do not replace worn-out furniture: Not priority on current income","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Not_priority_on_current_i"
"FURNT3","Why do not replace worn-out furniture: Health,disability prevents me","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Healthdisability_prevents"
"FURNT4","Why do not replace worn-out furniture: Too much trouble,too tiring","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Too_much_troubletoo_tirin"
"FURNT5","Why do not replace worn-out furniture: No one to do this with or help me","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_No_one_to_do_this_with_or"
"FURNT6","Why do not replace worn-out furniture: Not something I want","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Not_something_I_want"
"FURNT7","Why do not replace worn-out furniture: Not relevant to me","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Not_relevant_to_me"
"FURNT8","Why do not replace worn-out furniture: Other reason","Yes , No , None ","object","Why_do_not_replace_wornout_furniture_Other_reason"
"HAIRNT1","Why hair not done,cut regularly: no money for this","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_no_money_for_this"
"HAIRNT2","Why hair not done,cut regularly: not priority on current inc","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_priority_on_current_inc"
"HAIRNT3","Why hair not done,cut regularly: health,disability prevents","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_healthdisability_prevents"
"HAIRNT4","Why hair not done,cut regularly: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_too_much_troubletoo_tiring"
"HAIRNT5","Why hair not done,cut regularly: no one to do this with,help","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_no_one_to_do_this_withhelp"
"HAIRNT6","Why hair not done,cut regularly: not something I want","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_something_I_want"
"HAIRNT7","Why hair not done,cut regularly: not relevant to me","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_not_relevant_to_me"
"HAIRNT8","Why hair not done,cut regularly: other reason","Yes , No , Not applicable ","object","Why_hair_not_donecut_regularly_other_reason"
"HAIRNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HBOLNG","Time been on Housing Benefit or Rent [rebate,Allowance]","Up to 2 Years , 2 Years but less than 3 , 3 Years but less than 4 , 4 Years but less than 5 , 5 or more Years ","object","Time_been_on_Housing_Benefit_or_Rent_rebateAllowance"
"HBOTHAMT","Amount of Housing Benefit,rent rebate,rent or rates rebate","","float64","Amount_of_Housing_Benefitrent_rebaterent_or_rates_rebate"
"HBOTHBU","Whether qualifies for HB (2nd+ BU)","Yes , No ","object","Whether_qualifies_for_HB_2nd_BU"
"HBOTHMN","Month began current Housing Benefit claim","January , February , March , April , May , June , July , August , September , October , November , December ","object","Month_began_current_Housing_Benefit_claim"
"HBOTHPD","Pcode : Housing Benefit","1 week , 2 weeks , 3 weeks , 4 weeks , Calendar month , Two Calendar months , Eight times a year , Nine times a year , Ten times a year , Three months (13 weeks) , One Year/12  Months/52 Weeks , Other , Six months/26 Weeks , Less than 1 week , One off/lump sum ","object","Pcode__Housing_Benefit"
"HBOTHWK","Number of weeks claimed Housing Benefit","","int64","Number_of_weeks_claimed_Housing_Benefit"
"HBOTHYR","Year began current Housing Benefit claim","Year 2006 , Year 2007 , Year 2008 , Year 2009 ","int64","Year_began_current_Housing_Benefit_claim"
"HBOTWAIT","Awaiting outcome of Housing Benft claim","Yes , No ","int64","Awaiting_outcome_of_Housing_Benft_claim"
"HEATNT1","Why heating etc not in working order: no money for this","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_no_money_for_this"
"HEATNT2","Why heating etc not in working order: not priority on income","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_priority_on_income"
"HEATNT3","Why heating etc not in working order: health,disability","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_healthdisability"
"HEATNT4","Why heating etc not in working order:too much trouble,too tiring","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_ordertoo_much_troubletoo_tiring"
"HEATNT5","Why heating etc not in working order: no one to do this with","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_no_one_to_do_this_with"
"HEATNT6","Why heating etc not in working order: not something I want","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_something_I_want"
"HEATNT7","Why heating etc not in working order: not relevant to me","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_not_relevant_to_me"
"HEATNT8","Why heating etc not in working order: other reason","Yes , No , Not applicable ","object","Why_heating_etc_not_in_working_order_other_reason"
"HEATNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOLNT1","Why no holiday: no money for this","Yes , No , Not applicable ","object","Why_no_holiday_no_money_for_this"
"HOLNT2","Why no holiday: not priority on current income","Yes , No , Not applicable ","object","Why_no_holiday_not_priority_on_current_income"
"HOLNT3","Why no holiday: health,disability prevents me","Yes , No , Not applicable ","object","Why_no_holiday_healthdisability_prevents_me"
"HOLNT4","Why no holiday: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_no_holiday_too_much_troubletoo_tiring"
"HOLNT5","Why no holiday: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_holiday_no_one_to_do_this_with_or_help_me"
"HOLNT6","Why no holiday: not something I want","Yes , No , Not applicable ","object","Why_no_holiday_not_something_I_want"
"HOLNT7","Why no holiday: not relevant to me","Yes , No , Not applicable ","object","Why_no_holiday_not_relevant_to_me"
"HOLNT8","Why no holiday: other reason","Yes , No , Not applicable ","object","Why_no_holiday_other_reason"
"HOLNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOMENT1","Why home not in good repair: no money for this","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_no_money_for_this"
"HOMENT2","Why home not in good repair: not priority on current income","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_priority_on_current_income"
"HOMENT3","Why home not in good repair: health,disability prevents me","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_healthdisability_prevents_me"
"HOMENT4","Why home not in good repair: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_too_much_troubletoo_tiring"
"HOMENT5","Why home not in good repair: no one to do this with or help","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_no_one_to_do_this_with_or_help"
"HOMENT6","Why home not in good repair: not something I want","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_something_I_want"
"HOMENT7","Why home not in good repair: not relevant to me","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_not_relevant_to_me"
"HOMENT8","Why home not in good repair: other reason","Yes , No , Not applicable ","object","Why_home_not_in_good_repair_other_reason"
"HOMENT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"HOUSHE1","are you able to keep this accommodation warm enough","Yes , No , Does not apply ","object","are_you_able_to_keep_this_accommodation_warm_enough"
"HOUSHEW","You not able to keep the accom warm enough Is that because","You don't want/need to , You would like to but can't afford to , Or some other reason ","object","You_not_able_to_keep_the_accom_warm_enough_Is_that_because"
"INTNTNT1","Why no internet access for personal use: No money for this","Yes , No , None ","object","Why_no_internet_access_for_personal_use_No_money_for_this"
"INTNTNT2","Why no internet access for personal use: Not priority on current income","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Not_priority_on_curren"
"INTNTNT3","Why no internet access for personal use: Health,disability prevents me","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Healthdisability_preve"
"INTNTNT4","Why no internet access for personal use: Too much trouble,too tiring","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Too_much_troubletoo_ti"
"INTNTNT5","Why no internet access for personal use: No one to do this with or help me","Yes , No , None ","object","Why_no_internet_access_for_personal_use_No_one_to_do_this_with"
"INTNTNT6","Why no internet access for personal use: Not something I want","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Not_something_I_want"
"INTNTNT7","Why no internet access for personal use: Not relevant to me","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Not_relevant_to_me"
"INTNTNT8","Why no internet access for personal use: Other reason","Yes , No , None ","object","Why_no_internet_access_for_personal_use_Other_reason"
"INTRNET","Do you have internet access for personal use?","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","Do_you_have_internet_access_for_personal_use"
"ISSUE","Whether Mainstage or Reissue","Mainstage , Reissue ","object","Whether_Mainstage_or_Reissue"
"KIDINC",">1 child in BU any get inc from job,trust","Yes , No ","object","1_child_in_BU_any_get_inc_from_jobtrust"
"MEAL","Do you get friends or family around for a drink or meal at least once a month","Adult(s) have this , Adult(s) would like to have this but cannot afford , Adult(s) do not want / need this , Does not apply ","object","Do_you_get_friends_or_family_around_for_a_drink_or_meal_at_lea"
"MEALNT1","Why no meal: no money for this","Yes , No , Not applicable ","object","Why_no_meal_no_money_for_this"
"MEALNT2","Why no meal: not priority on current income","Yes , No , Not applicable ","object","Why_no_meal_not_priority_on_current_income"
"MEALNT3","Why no meal: health,disability prevents me","Yes , No , Not applicable ","object","Why_no_meal_healthdisability_prevents_me"
"MEALNT4","Why no meal: too much trouble,too tiring","Yes , No , Not applicable ","object","Why_no_meal_too_much_troubletoo_tiring"
"MEALNT5","Why no meal: no one to do this with or help me","Yes , No , Not applicable ","object","Why_no_meal_no_one_to_do_this_with_or_help_me"
"MEALNT6","Why no meal: not something I want","Yes , No , Not applicable ","object","Why_no_meal_not_something_I_want"
"MEALNT7","Why no meal: not relevant to me","Yes , No , Not applicable ","object","Why_no_meal_not_relevant_to_me"
"MEALNT8","Why no meal: other reason","Yes , No , Not applicable ","object","Why_no_meal_other_reason"
"MEALNT9","Do not know","Yes , No , Not applicable ","object","Do_not_know"
"NHHCHILD","Whether any external child in education","Yes , No ","object","Whether_any_external_child_in_education"
"NOISE","Do you have noise from neighbours or street","Yes , No ","object","Do_you_have_noise_from_neighbours_or_street"
