"Variable","Variable Label","Possible Values","Column Type","Column Name"
"CITIZEN","For which country do you hold,entitled to hold a passport","AFGHANISTAN , ALBANIA , ANTARCTICA , ALGERIA , AMERICAN SAMOA , ANDORRA , ANGOLA , ANTIGUA AND BARBUDA , AZERBAIJAN , ARGENTINA , AUSTRALIA , AUSTRIA , BAHAMAS, THE , BAHRAIN , BANGLADESH , ARMENIA , BARBADOS , BELGIUM , BERMUDA , BHUTAN , BOLIVIA , BOSNIA AND HERZEGOVINA , BOTSWANA , BOUVET ISLAND , BRAZIL , BELIZE , BRITISH INDIAN OCEAN TERRITORY , SOLOMON ISLANDS , BRITISH VIRGIN ISLANDS , BRUNEI (Brunei Darussalam) , BULGARIA , MYANMAR (BURMA) , BURUNDI , BELARUS , CAMBODIA , CAMEROON , CANADA , CAPE VERDE , CAYMAN ISLANDS , CENTRAL AFRICAN REPUBLIC , SRI LANKA , CHAD , CHILE , CHINA, PEOPLE'S REPUBLIC OF , CHINA (TAIWAN) , CHRISTMAS ISLAND , COCOS (KEELING) ISLANDS , COLOMBIA , COMOROS , MAYOTTE (Mahore) , CONGO (Congo-Brazzaville) , CONGO, DEMOCRATIC REPUBLIC OF (Congo-Kinsala , COOK ISLANDS , COSTA RICA , CROATIA , CUBA , CZECH REPUBLIC , BENIN , DENMARK , DOMINICA , DOMINICAN REPUBLIC , ECUADOR , EL SALVADOR , EQUATORIAL GUINEA , ETHIOPIA , ERITREA , ESTONIA , FAROE ISLANDS , FALKLAND ISLANDS , SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS , FIJI , FINLAND , ALAND ISLANDS , FRANCE , FRENCH GUIANA , FRENCH POLYNESIA , FRENCH SOUTHERN TERRITORIES , DJIBOUTI , GABON , GEORGIA , GAMBIA, THE , OCCUPIED PALESTINIAN TERRITORIES , GERMANY , GHANA , GIBRALTAR , KIRIBATI , GREECE (Hellenic Republic) , GREENLAND , GRENADA , GUADELOUPE , GUAM , GUATEMALA , GUINEA , GUYANA , HAITI , HEARD ISLAND AND MCDONALD ISLANDS , VATICAN CITY (Holy See) , HONDURAS , HONG KONG (Special Admin Region of China) , HUNGARY , ICELAND , INDIA (Bharat) , INDONESIA , IRAN , IRAQ , IRELAND , ISRAEL , ITALY , IVORY COAST (COTE D'IVOIRE) , JAMAICA , JAPAN , KAZAKHSTAN , JORDAN , KENYA , KOREA (NORTH) , KOREA (SOUTH) , KUWAIT , KYRGYSTAN (Kirgizia) , LAOS , LEBANON , LESOTHO , LATVIA , LIBERIA , LIBYA (Libyan Arab Jamahiriya) , LIECHTENSTEIN , LITHUANIA , LUXEMBOURG , MACAO (Special Admin Region of China) , MADAGASCAR (Malagasy Republic) , MALAWI , MALAYSIA , MALDIVES , MALI , MALTA , MARTINIQUE , MAURITANIA , MAURITIUS , MEXICO (United Mexican States) , MONACO , MONGOLIA , MOLDOVA , MONTENEGRO , MONTSERRAT , MOROCCO , MOZAMBIQUE , OMAN , NAMIBIA , NAURU , NEPAL , NETHERLANDS , Dutch West Indies (NETHERLANDS ANTILLES) , Curacao , ARUBA , St Maarten (Dutch part) , Bonaire, St Eustatius & Saba , NEW CALEDONIA , VANUATU , NEW ZEALAND , NICARAGUA , NIGER , NIGERIA , NIUE , NORFOLK ISLAND , NORWAY , NORTHERN MARIANA ISLANDS , UNITED STATES MINOR OUTLYING ISLANDS , MICRONESIA , MARSHALL ISLANDS , PALAU , PAKISTAN , PANAMA , PAPUA NEW GUINEA , PARAGUAY , PERU , PHILIPPINES , PITCAIRN, HENDERSON, DUCIE ANS OENO ISLANDS , POLAND , PORTUGAL , GUINEA-BISSAU , EAST TIMOR (Timor-Leste) , PUERTO RICO (Porto Rico) , QATAR , REUNION , ROMANIA , RUSSIA (Russian Federation) , RWANDA , St Barthelemy , ST HELENA , ST KITTS AND NEVIS , ANGUILLA , ST LUCIA , St Martin (French part) , ST PIERRE AND MIQUELON , ST VINCENT AND THE GRENADINES , SAN MARINO , SAO TOME AND PRINCIPE , SAUDI ARABIA , SENEGAL , SERBIA , SEYCHELLES , SIERRA LEONE , SINGAPORE , SLOVAKIA , VIETNAM , SLOVENIA , SOMALIA , SOUTH AFRICA , ZIMBABWE , SOUTH SUDAN , SUDAN , WESTERN SAHARA , SUDAN , SURINAM (Sranang) , SVALBARD AND JAN MAYEN , SWAZILAND , SWEDEN , SWITZERLAND (Swiss/Helvetic Confederation) , SYRIA (Syrian Arab Republic) , TAJIKISTAN , THAILAND , TOGO , TOKELAU , TONGA , TRINIDAD AND TOBAGO , UNITED ARAB EMIRATES , TUNISIA (Tunisian Republic) , TURKEY , TURKMENISTAN (Turkmania) , TURKS AND CAICOS ISLANDS , TUVALU , UGANDA , UKRAINE , MACEDONIA , EGYPT , GUERNSEY , JERSEY , ISLE OF MAN , TANZANIA , UNITED STATES OF AMERICA (USA) , UNITED STATES VIRGIN ISLANDS , BURKINA FASO , URUGUAY , UZBEKISTAN , VENEZUELA , WALLIS AND FUTUNA , SAMOA , YEMEN , Vojvodina , ZAMBIA , Cyprus and Sovereign Base Areas Overseas Territory , CYPRUS, Non-European Union (Northern Cyprus) , CYPRUS Not otherwise specified , SPAIN exc Canary Islands , CANARY ISLANDS , SPAIN Not specified if mainland or Canaries , ENGLAND , NORTHERN IRELAND , SCOTLAND , WALES , GREAT BRITAIN Not otherwise specified , UNITED KINGDOM Not otherwise specified , CHANNEL ISLANDS Not otherwise specified , Kosovo , CZECHOSLOVAKIA Not otherwise specified , SOVIET UNION (USSR) Not otherwise specified , YUGOSLAVIA Not otherwise specified , SERBIA AND MONTENEGRO Not otherwise specified , EUROPE Not otherwise specified , AFRICA Not otherwise specified , MIDDLE EAST Not otherwise specified , ASIA exc Middle East Not otherwise specified , NORTH AMERICA Not otherwise specified , CENTRAL AMERICA Not otherwise specified , SOUTH AMERICA Not otherwise specified , Caribbean and West Indies not else where specified , ANTARCTICA AND OCEANIA Not otherwise specif'd , NETHERLANDS ANTILLES Not otherwise specified , AT SEA , IN THE AIR ","int64","For_which_country_do_you_holdentitled_to_hold_a_passport"
"CITIZEN2","Citizen 2","AFGHANISTAN , ALBANIA , ANTARCTICA , ALGERIA , AMERICAN SAMOA , ANDORRA , ANGOLA , ANTIGUA AND BARBUDA , AZERBAIJAN , ARGENTINA , AUSTRALIA , AUSTRIA , BAHAMAS, THE , BAHRAIN , BANGLADESH , ARMENIA , BARBADOS , BELGIUM , BERMUDA , BHUTAN , BOLIVIA , BOSNIA AND HERZEGOVINA , BOTSWANA , BOUVET ISLAND , BRAZIL , BELIZE , BRITISH INDIAN OCEAN TERRITORY , SOLOMON ISLANDS , BRITISH VIRGIN ISLANDS , BRUNEI (Brunei Darussalam) , BULGARIA , MYANMAR (BURMA) , BURUNDI , BELARUS , CAMBODIA , CAMEROON , CANADA , CAPE VERDE , CAYMAN ISLANDS , CENTRAL AFRICAN REPUBLIC , SRI LANKA , CHAD , CHILE , CHINA, PEOPLE'S REPUBLIC OF , CHINA (TAIWAN) , CHRISTMAS ISLAND , COCOS (KEELING) ISLANDS , COLOMBIA , COMOROS , MAYOTTE (Mahore) , CONGO (Congo-Brazzaville) , CONGO, DEMOCRATIC REPUBLIC OF (Congo-Kinsala , COOK ISLANDS , COSTA RICA , CROATIA , CUBA , CZECH REPUBLIC , BENIN , DENMARK , DOMINICA , DOMINICAN REPUBLIC , ECUADOR , EL SALVADOR , EQUATORIAL GUINEA , ETHIOPIA , ERITREA , ESTONIA , FAROE ISLANDS , FALKLAND ISLANDS , SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS , FIJI , FINLAND , ALAND ISLANDS , FRANCE , FRENCH GUIANA , FRENCH POLYNESIA , FRENCH SOUTHERN TERRITORIES , DJIBOUTI , GABON , GEORGIA , GAMBIA, THE , OCCUPIED PALESTINIAN TERRITORIES , GERMANY , GHANA , GIBRALTAR , KIRIBATI , GREECE (Hellenic Republic) , GREENLAND , GRENADA , GUADELOUPE , GUAM , GUATEMALA , GUINEA , GUYANA , HAITI , HEARD ISLAND AND MCDONALD ISLANDS , VATICAN CITY (Holy See) , HONDURAS , HONG KONG (Special Admin Region of China) , HUNGARY , ICELAND , INDIA (Bharat) , INDONESIA , IRAN , IRAQ , IRELAND , ISRAEL , ITALY , IVORY COAST (COTE D'IVOIRE) , JAMAICA , JAPAN , KAZAKHSTAN , JORDAN , KENYA , KOREA (NORTH) , KOREA (SOUTH) , KUWAIT , KYRGYSTAN (Kirgizia) , LAOS , LEBANON , LESOTHO , LATVIA , LIBERIA , LIBYA (Libyan Arab Jamahiriya) , LIECHTENSTEIN , LITHUANIA , LUXEMBOURG , MACAO (Special Admin Region of China) , MADAGASCAR (Malagasy Republic) , MALAWI , MALAYSIA , MALDIVES , MALI , MALTA , MARTINIQUE , MAURITANIA , MAURITIUS , MEXICO (United Mexican States) , MONACO , MONGOLIA , MOLDOVA , MONTENEGRO , MONTSERRAT , MOROCCO , MOZAMBIQUE , OMAN , NAMIBIA , NAURU , NEPAL , NETHERLANDS , Dutch West Indies (NETHERLANDS ANTILLES) , Curacao , ARUBA , St Maarten (Dutch part) , Bonaire, St Eustatius & Saba , NEW CALEDONIA , VANUATU , NEW ZEALAND , NICARAGUA , NIGER , NIGERIA , NIUE , NORFOLK ISLAND , NORWAY , NORTHERN MARIANA ISLANDS , UNITED STATES MINOR OUTLYING ISLANDS , MICRONESIA , MARSHALL ISLANDS , PALAU , PAKISTAN , PANAMA , PAPUA NEW GUINEA , PARAGUAY , PERU , PHILIPPINES , PITCAIRN, HENDERSON, DUCIE ANS OENO ISLANDS , POLAND , PORTUGAL , GUINEA-BISSAU , EAST TIMOR (Timor-Leste) , PUERTO RICO (Porto Rico) , QATAR , REUNION , ROMANIA , RUSSIA (Russian Federation) , RWANDA , St Barthelemy , ST HELENA , ST KITTS AND NEVIS , ANGUILLA , ST LUCIA , St Martin (French part) , ST PIERRE AND MIQUELON , ST VINCENT AND THE GRENADINES , SAN MARINO , SAO TOME AND PRINCIPE , SAUDI ARABIA , SENEGAL , SERBIA , SEYCHELLES , SIERRA LEONE , SINGAPORE , SLOVAKIA , VIETNAM , SLOVENIA , SOMALIA , SOUTH AFRICA , ZIMBABWE , SOUTH SUDAN , SUDAN , WESTERN SAHARA , SUDAN , SURINAM (Sranang) , SVALBARD AND JAN MAYEN , SWAZILAND , SWEDEN , SWITZERLAND (Swiss/Helvetic Confederation) , SYRIA (Syrian Arab Republic) , TAJIKISTAN , THAILAND , TOGO , TOKELAU , TONGA , TRINIDAD AND TOBAGO , UNITED ARAB EMIRATES , TUNISIA (Tunisian Republic) , TURKEY , TURKMENISTAN (Turkmania) , TURKS AND CAICOS ISLANDS , TUVALU , UGANDA , UKRAINE , MACEDONIA , EGYPT , GUERNSEY , JERSEY , ISLE OF MAN , TANZANIA , UNITED STATES OF AMERICA (USA) , UNITED STATES VIRGIN ISLANDS , BURKINA FASO , URUGUAY , UZBEKISTAN , VENEZUELA , WALLIS AND FUTUNA , SAMOA , YEMEN , Vojvodina , ZAMBIA , Cyprus and Sovereign Base Areas Overseas Territory , CYPRUS, Non-European Union (Northern Cyprus) , CYPRUS Not otherwise specified , SPAIN exc Canary Islands , CANARY ISLANDS , SPAIN Not specified if mainland or Canaries , ENGLAND , NORTHERN IRELAND , SCOTLAND , WALES , GREAT BRITAIN Not otherwise specified , UNITED KINGDOM Not otherwise specified , CHANNEL ISLANDS Not otherwise specified , Kosovo , CZECHOSLOVAKIA Not otherwise specified , SOVIET UNION (USSR) Not otherwise specified , YUGOSLAVIA Not otherwise specified , SERBIA AND MONTENEGRO Not otherwise specified , EUROPE Not otherwise specified , AFRICA Not otherwise specified , MIDDLE EAST Not otherwise specified , ASIA exc Middle East Not otherwise specified , NORTH AMERICA Not otherwise specified , CENTRAL AMERICA Not otherwise specified , SOUTH AMERICA Not otherwise specified , Caribbean and West Indies not else where specified , ANTARCTICA AND OCEANIA Not otherwise specif'd , NETHERLANDS ANTILLES Not otherwise specified , AT SEA , IN THE AIR ","int64","Citizen_2"
"CLAIFUT1","Awaiting outcome of claim: Pension Credit","Yes , No , None ","object","Awaiting_outcome_of_claim_Pension_Credit"
"CLAIFUT2","Awaiting outcome of claim: Universal Credit","Yes , No , None ","object","Awaiting_outcome_of_claim_Universal_Credit"
"CLAIFUT3","Awaiting outcome of claim: Housing Benefit","Yes , No , None ","object","Awaiting_outcome_of_claim_Housing_Benefit"
"CLAIFUT4","Awaiting outcome of claim: Working Tax Credit","Yes , No , None ","object","Awaiting_outcome_of_claim_Working_Tax_Credit"
"CLAIFUT5","Awaiting outcome of claim: Child Tax Credit","Yes , No , None ","object","Awaiting_outcome_of_claim_Child_Tax_Credit"
"CLAIFUT6","Awaiting outcome of claim: Income Support","Yes , No , None ","object","Awaiting_outcome_of_claim_Income_Support"
"CLAIFUT7","Awaiting outcome of claim: Jobseekers Allowance","Yes , No , None ","object","Awaiting_outcome_of_claim_Jobseekers_Allowance"
"CLAIFUT8","Awaiting outcome of claim: Emp and Support Allowance","Yes , No , None ","object","Awaiting_outcome_of_claim_Emp_and_Support_Allowance"
"CLAIMANT","Whether signed on at UBO for last week","To claim Unemployment Benefit/JSA , To claim IS as unemployed person , To get credits for NI contributions , Not signed on ","object","Whether_signed_on_at_UBO_for_last_week"
"COHABIT","Whether cohabitee","Yes , No ","object","Whether_cohabitee"
"COMBID","HRP identifier","HOH and HRP , Neither HOH nor HRP ","object","HRP_identifier"
"CONDIT","Whether condition limits day to day activities","Yes, activities reduced a lot , Yes, activities reduced a little , Not at all ","object","Whether_condition_limits_day_to_day_activities"
"CONTUK","Whether lived in UK continuously since first arrived","Yes , No ","object","Whether_lived_in_UK_continuously_since_first_arrived"
"CONVBL","Whether person boarder,lodger","A boarder , A lodger , Neither a boarder or lodger ","object","Whether_person_boarderlodger"
"CORIGN","Country of origin","England , Wales , Scotland , Northern Ireland , UK, Britain , Republic of Ireland , India , Pakistan , Poland , Other ","int64","Country_of_origin"
