"Variable","Variable Label","Possible Values","Column Type","Column Name"
"LNGDF06","Language difficulties: Hindi","Yes , No ","object","Language_difficulties_Hindi"
"LNGDF07","Language difficulties: Cantonese","Yes , No ","object","Language_difficulties_Cantonese"
"LNGDF08","Language difficulties: Mandarin","Yes , No ","object","Language_difficulties_Mandarin"
"LNGDF09","Language difficulties: Polish","Yes , No ","object","Language_difficulties_Polish"
"LNGDF10","Language difficulties: Welsh","Yes , No ","object","Language_difficulties_Welsh"
"LNGDF11","Language difficulties: Other languages except English/Welsh","Yes , No ","object","Language_difficulties_Other_languages_except_EnglishWelsh"
"NCR1","Away all survey period","Yes , No ","int64","Away_all_survey_period"
"NCR2","Working shifts odd hours","Yes , No ","int64","Working_shifts_odd_hours"
"NCR3","Rarely at address","Yes , No ","int64","Rarely_at_address"
"NCR4","Will not answer door","Yes , No ","int64","Will_not_answer_door"
"NCR5","Unconfirmed empty address","Yes , No ","int64","Unconfirmed_empty_address"
"NCR6","No information gathered","Yes , No ","int64","No_information_gathered"
"NCR7","Other specify...","Yes , No ","int64","Other_specify"
"NMTRANS","Number of adults in HH requiring translator","","int64","Number_of_adults_in_HH_requiring_translator"
"NONENG","Whether interview in language other than English","Yes , No ","object","Whether_interview_in_language_other_than_English"
"REFR01","Does not believe in surveys","Yes , No ","int64","Does_not_believe_in_surveys"
"REFR02","Anti-government","Yes , No ","int64","Antigovernment"
"REFR03","Invasion of privacy","Yes , No ","int64","Invasion_of_privacy"
"REFR04","Concerns about confidentiality","Yes , No ","int64","Concerns_about_confidentiality"
"REFR05","Cannot be bothered","Yes , No ","int64","Cannot_be_bothered"
"REFR06","Bad experience with previous surveys","Yes , No ","int64","Bad_experience_with_previous_surveys"
"REFR07","Disliked survey of income","Yes , No ","int64","Disliked_survey_of_income"
"REFR08","Genuinely too busy","Yes , No ","int64","Genuinely_too_busy"
"REFR09","Inconvenient time: Temporarily too busy","Yes , No ","int64","Inconvenient_time_Temporarily_too_busy"
"REFR10","Inconvenient time: Personal problems","Yes , No ","int64","Inconvenient_time_Personal_problems"
"REFR11","Refusal to HQ after seeing interviewer","Yes , No ","int64","Refusal_to_HQ_after_seeing_interviewer"
"REFR12","Late contact ran out of field time","Yes , No ","int64","Late_contact_ran_out_of_field_time"
"REFR13","About to go away","Yes , No ","int64","About_to_go_away"
"REFR14","Inadequate English language problems","Yes , No ","int64","Inadequate_English_language_problems"
"REFR15","Too old","Yes , No ","int64","Too_old"
"REFR16","Not capable","Yes , No ","int64","Not_capable"
"REFR17","Broken appointment(s)","Yes , No ","int64","Broken_appointments"
"REFR18","Other","Yes , No ","int64","Other"
"TNC","Total number of calls made","","int64","Total_number_of_calls_made"
"VERSION","Version of program","Not recorded , November 2012 Release 1 , January 2013 Release 1 , April 2012 Release 1 , February 2013 Release 1 , May 2012 Release 1 , March 2013 Release 1 , June 2012 Release 1 , July 2012 Release 1 , August 2012 Release 1 , September 2012 Release 1 , October 2012 Release 1 , December 2012 Release 1 ","object","Version_of_program"
"WHLANG01","Language used in interview: Punjabi (Gurmukhi script)","Yes , No ","object","Language_used_in_interview_Punjabi_Gurmukhi_script"
"WHLANG02","Language used in interview: Punjabi (Urdu script)","Yes , No ","object","Language_used_in_interview_Punjabi_Urdu_script"
"WHLANG03","Language used in interview: Gujarati","Yes , No ","object","Language_used_in_interview_Gujarati"
"WHLANG04","Language used in interview: Bengali","Yes , No ","object","Language_used_in_interview_Bengali"
"WHLANG05","Language used in interview: Urdu","Yes , No ","object","Language_used_in_interview_Urdu"
"WHLANG06","Language used in interview: Hindi","Yes , No ","object","Language_used_in_interview_Hindi"
"WHLANG07","Language used in interview: Cantonese","Yes , No ","object","Language_used_in_interview_Cantonese"
"WHLANG08","Language used in interview: Mandarin","Yes , No ","object","Language_used_in_interview_Mandarin"
"WHLANG09","Language used in interview: Polish","Yes , No ","object","Language_used_in_interview_Polish"
"WHLANG10","Language used in interview: Welsh","Yes , No ","object","Language_used_in_interview_Welsh"
"WHLANG11","Language difficulties: Other languages except English/Welsh","Yes , No ","object","Language_difficulties_Other_languages_except_EnglishWelsh"
"WHOTRAN1","Translation by: Main interviewer (you)","Yes , No ","object","Translation_by_Main_interviewer_you"
"WHOTRAN2","Translation by: Another interviewer accompanying main int","Yes , No ","object","Translation_by_Another_interviewer_accompanying_main_int"
"WHOTRAN3","Translation by: Family member (or similar) living in hhold","Yes , No ","object","Translation_by_Family_member_or_similar_living_in_hhold"
"WHOTRAN4","Translation by: Family member or friend living outside hhold","Yes , No ","object","Translation_by_Family_member_or_friend_living_outside_hhold"
"WHOTRAN5","Translation by: other","Yes , No ","object","Translation_by_other"
"MONTH_","Month code (Source)","","int64","Month_code_Source"
